"VIV_SEL","TLOC","EST_DIS","UPM_DIS","P1_1","P1_2","UPM","FACTOR"
3,1,2,152,2,1,600537,5548
5,1,2,152,5,1,600537,5548
1,1,3,153,4,1,600598,6264
2,1,3,153,6,1,600598,6264
3,1,3,153,6,1,600598,6264
4,1,3,153,4,1,600598,6264
5,1,3,153,4,1,600598,6264
1,1,2,154,3,1,600694,5825
2,1,2,154,5,1,600694,5825
3,1,2,154,4,1,600694,5825
4,1,2,154,5,1,600694,5825
1,1,4,155,6,1,600712,6760
2,1,4,155,4,1,600712,6760
3,1,4,155,4,1,600712,6760
4,1,4,155,4,1,600712,6760
5,1,4,155,3,1,600712,6760
1,1,2,156,1,1,600738,6613
3,1,2,156,1,1,600738,6613
4,1,2,156,4,1,600738,6613
5,1,2,156,2,1,600738,6613
1,1,2,157,4,1,600793,5469
2,1,2,157,9,1,600793,5469
3,1,2,157,5,1,600793,5469
4,1,2,157,2,1,600793,5469
5,1,2,157,4,1,600793,5469
1,1,3,158,3,1,600899,5537
2,1,3,158,2,1,600899,5537
3,1,3,158,6,1,600899,5537
4,1,3,158,8,1,600899,5537
5,1,3,158,2,1,600899,5537
1,1,2,159,2,1,600912,4679
3,1,2,159,1,1,600912,4679
5,1,2,159,5,1,600912,4679
1,1,3,160,4,1,600929,5262
3,1,3,160,1,1,600929,5262
5,1,3,160,5,1,600929,5262
1,1,4,161,2,1,600971,5233
2,1,4,161,4,1,600971,5233
3,1,4,161,1,1,600971,5233
4,1,4,161,2,1,600971,5233
5,1,4,161,3,1,600971,5233
1,1,4,162,4,1,601097,5999
2,1,4,162,3,1,601097,5999
3,1,4,162,5,1,601097,5999
4,1,4,162,5,1,601097,5999
5,1,4,162,2,1,601097,5999
1,1,4,163,4,1,601107,6164
2,1,4,163,2,1,601107,6164
3,1,4,163,1,1,601107,6164
4,1,4,163,3,1,601107,6164
5,1,4,163,5,1,601107,6164
1,1,2,164,4,1,601129,6619
2,1,2,164,1,1,601129,6619
3,1,2,164,5,1,601129,6619
5,1,2,164,2,1,601129,6619
1,1,4,165,3,1,601135,6470
2,1,4,165,4,1,601135,6470
4,1,4,165,4,1,601135,6470
5,1,4,165,1,1,601135,6470
1,1,3,166,4,1,601160,4922
2,1,3,166,3,1,601160,4922
3,1,3,166,3,1,601160,4922
4,1,3,166,3,1,601160,4922
5,1,3,166,4,1,601160,4922
1,1,2,167,2,1,601246,7260
2,1,2,167,4,1,601246,7260
4,1,2,167,7,1,601246,7260
1,2,5,168,4,1,601398,4518
2,2,5,168,7,1,601398,4518
4,2,5,168,5,1,601398,4518
5,2,5,168,5,1,601398,4518
6,2,5,168,5,1,601398,4518
7,2,5,168,4,1,601398,4518
8,2,5,168,6,1,601398,4518
9,2,5,168,3,1,601398,4518
10,2,5,168,2,1,601398,4518
11,2,5,168,4,1,601398,4518
12,2,5,168,3,1,601398,4518
13,2,5,168,3,1,601398,4518
14,2,5,168,3,1,601398,4518
15,2,5,168,6,1,601398,4518
16,2,5,168,6,1,601398,4518
17,2,5,168,1,1,601398,4518
18,2,5,168,1,1,601398,4518
19,2,5,168,6,1,601398,4518
20,2,5,168,4,1,601398,4518
1,3,9,169,4,1,601435,3938
2,3,9,169,1,1,601435,3938
3,3,9,169,9,1,601435,3938
4,3,9,169,9,2,601435,3938
5,3,9,169,2,1,601435,3938
6,3,9,169,4,1,601435,3938
7,3,9,169,3,1,601435,3938
8,3,9,169,2,1,601435,3938
9,3,9,169,5,1,601435,3938
10,3,9,169,6,1,601435,3938
11,3,9,169,5,1,601435,3938
13,3,9,169,4,1,601435,3938
16,3,9,169,4,1,601435,3938
17,3,9,169,2,1,601435,3938
18,3,9,169,2,1,601435,3938
19,3,9,169,6,1,601435,3938
20,3,9,169,2,1,601435,3938
1,3,9,170,5,1,601470,4020
2,3,9,170,5,1,601470,4020
4,3,9,170,5,1,601470,4020
5,3,9,170,2,1,601470,4020
6,3,9,170,3,1,601470,4020
7,3,9,170,1,1,601470,4020
8,3,9,170,1,1,601470,4020
10,3,9,170,2,1,601470,4020
12,3,9,170,1,1,601470,4020
14,3,9,170,2,1,601470,4020
15,3,9,170,3,1,601470,4020
16,3,9,170,7,1,601470,4020
17,3,9,170,6,1,601470,4020
18,3,9,170,4,1,601470,4020
19,3,9,170,4,1,601470,4020
20,3,9,170,3,1,601470,4020
1,4,12,171,4,1,660023,4265
3,4,12,171,3,1,660023,4265
5,4,12,171,5,1,660023,4265
8,4,12,171,2,1,660023,4265
9,4,12,171,4,1,660023,4265
10,4,12,171,4,1,660023,4265
11,4,12,171,3,1,660023,4265
12,4,12,171,2,1,660023,4265
13,4,12,171,3,1,660023,4265
14,4,12,171,5,1,660023,4265
15,4,12,171,3,1,660023,4265
16,4,12,171,3,1,660023,4265
17,4,12,171,6,1,660023,4265
18,4,12,171,2,1,660023,4265
19,4,12,171,3,1,660023,4265
20,4,12,171,2,1,660023,4265
1,1,2,172,4,1,701374,4864
2,1,2,172,5,1,701374,4864
3,1,2,172,3,1,701374,4864
4,1,2,172,3,1,701374,4864
5,1,2,172,3,1,701374,4864
1,1,3,173,4,1,701470,6396
2,1,3,173,7,1,701470,6396
3,1,3,173,3,1,701470,6396
4,1,3,173,4,1,701470,6396
5,1,3,173,4,1,701470,6396
1,1,2,174,1,1,701495,7128
2,1,2,174,3,1,701495,7128
4,1,2,174,6,2,701495,7128
5,1,2,174,3,1,701495,7128
1,1,2,175,2,2,701577,6613
2,1,2,175,4,1,701577,6613
3,1,2,175,3,1,701577,6613
4,1,2,175,9,1,701577,6613
5,1,2,175,5,1,701577,6613
2,1,3,176,2,1,701827,5217
3,1,3,176,3,1,701827,5217
5,1,3,176,5,1,701827,5217
1,1,2,177,5,1,702057,5827
2,1,2,177,5,1,702057,5827
3,1,2,177,4,1,702057,5827
4,1,2,177,6,1,702057,5827
1,1,1,178,5,1,702149,8069
2,1,1,178,3,1,702149,8069
3,1,1,178,10,1,702149,8069
4,1,1,178,3,1,702149,8069
5,1,1,178,4,1,702149,8069
1,1,4,179,3,1,702179,7447
2,1,4,179,4,1,702179,7447
3,1,4,179,4,1,702179,7447
4,1,4,179,5,1,702179,7447
5,1,4,179,2,1,702179,7447
1,2,5,180,7,1,703343,4791
2,2,5,180,2,1,703343,4791
3,2,5,180,4,1,703343,4791
4,2,5,180,4,1,703343,4791
5,2,5,180,2,1,703343,4791
6,2,5,180,5,1,703343,4791
8,2,5,180,5,1,703343,4791
9,2,5,180,7,1,703343,4791
11,2,5,180,2,1,703343,4791
12,2,5,180,3,1,703343,4791
13,2,5,180,4,1,703343,4791
14,2,5,180,3,1,703343,4791
15,2,5,180,5,1,703343,4791
17,2,5,180,5,1,703343,4791
18,2,5,180,4,1,703343,4791
1,3,9,181,6,1,703447,4811
2,3,9,181,5,1,703447,4811
4,3,9,181,6,1,703447,4811
5,3,9,181,6,1,703447,4811
6,3,9,181,4,1,703447,4811
8,3,9,181,5,1,703447,4811
9,3,9,181,7,1,703447,4811
10,3,9,181,1,1,703447,4811
11,3,9,181,3,1,703447,4811
12,3,9,181,1,1,703447,4811
13,3,9,181,5,1,703447,4811
14,3,9,181,6,1,703447,4811
15,3,9,181,2,1,703447,4811
16,3,9,181,8,1,703447,4811
17,3,9,181,2,1,703447,4811
18,3,9,181,5,1,703447,4811
19,3,9,181,3,1,703447,4811
20,3,9,181,5,1,703447,4811
1,3,8,182,8,2,703481,5638
2,3,8,182,5,1,703481,5638
3,3,8,182,3,1,703481,5638
4,3,8,182,8,1,703481,5638
5,3,8,182,3,1,703481,5638
6,3,8,182,4,2,703481,5638
7,3,8,182,3,1,703481,5638
8,3,8,182,2,1,703481,5638
9,3,8,182,10,1,703481,5638
10,3,8,182,3,1,703481,5638
11,3,8,182,3,1,703481,5638
12,3,8,182,4,1,703481,5638
13,3,8,182,3,1,703481,5638
15,3,8,182,3,1,703481,5638
16,3,8,182,6,1,703481,5638
17,3,8,182,7,1,703481,5638
18,3,8,182,3,1,703481,5638
19,3,8,182,2,1,703481,5638
20,3,8,182,3,1,703481,5638
1,4,11,183,4,1,760732,7002
2,4,11,183,2,1,760732,7002
3,4,11,183,5,1,760732,7002
4,4,11,183,1,1,760732,7002
5,4,11,183,7,1,760732,7002
6,4,11,183,4,1,760732,7002
7,4,11,183,4,1,760732,7002
8,4,11,183,7,1,760732,7002
9,4,11,183,9,1,760732,7002
11,4,11,183,8,1,760732,7002
12,4,11,183,11,1,760732,7002
13,4,11,183,3,1,760732,7002
14,4,11,183,4,1,760732,7002
15,4,11,183,6,1,760732,7002
16,4,11,183,2,1,760732,7002
17,4,11,183,5,1,760732,7002
18,4,11,183,1,1,760732,7002
19,4,11,183,8,1,760732,7002
20,4,11,183,8,1,760732,7002
21,4,11,183,6,1,760732,7002
1,4,11,184,8,1,760856,5542
3,4,11,184,5,1,760856,5542
4,4,11,184,5,1,760856,5542
5,4,11,184,2,1,760856,5542
6,4,11,184,6,1,760856,5542
7,4,11,184,6,1,760856,5542
8,4,11,184,6,1,760856,5542
9,4,11,184,6,1,760856,5542
10,4,11,184,7,1,760856,5542
11,4,11,184,8,1,760856,5542
12,4,11,184,1,1,760856,5542
13,4,11,184,1,1,760856,5542
15,4,11,184,3,1,760856,5542
16,4,11,184,5,1,760856,5542
17,4,11,184,4,1,760856,5542
18,4,11,184,5,1,760856,5542
19,4,11,184,7,1,760856,5542
20,4,11,184,4,1,760856,5542
1,4,11,185,2,1,761719,4872
2,4,11,185,6,1,761719,4872
3,4,11,185,7,1,761719,4872
4,4,11,185,5,1,761719,4872
5,4,11,185,3,1,761719,4872
6,4,11,185,4,1,761719,4872
7,4,11,185,12,1,761719,4872
8,4,11,185,5,1,761719,4872
9,4,11,185,7,1,761719,4872
10,4,11,185,3,1,761719,4872
11,4,11,185,4,1,761719,4872
12,4,11,185,7,1,761719,4872
14,4,11,185,3,1,761719,4872
15,4,11,185,3,1,761719,4872
16,4,11,185,3,1,761719,4872
17,4,11,185,3,1,761719,4872
20,4,11,185,3,1,761719,4872
1,4,11,186,4,1,762482,5084
2,4,11,186,3,1,762482,5084
3,4,11,186,7,1,762482,5084
4,4,11,186,5,1,762482,5084
5,4,11,186,6,2,762482,5084
6,4,11,186,2,1,762482,5084
7,4,11,186,4,1,762482,5084
9,4,11,186,7,1,762482,5084
10,4,11,186,5,1,762482,5084
11,4,11,186,4,1,762482,5084
13,4,11,186,1,1,762482,5084
14,4,11,186,1,1,762482,5084
16,4,11,186,5,1,762482,5084
17,4,11,186,4,1,762482,5084
18,4,11,186,6,1,762482,5084
19,4,11,186,6,1,762482,5084
20,4,11,186,2,1,762482,5084
21,4,11,186,9,1,762482,5084
1,4,11,187,9,1,762487,6220
2,4,11,187,8,1,762487,6220
3,4,11,187,5,1,762487,6220
4,4,11,187,7,1,762487,6220
5,4,11,187,8,1,762487,6220
6,4,11,187,7,1,762487,6220
7,4,11,187,3,1,762487,6220
9,4,11,187,9,1,762487,6220
10,4,11,187,2,1,762487,6220
11,4,11,187,6,1,762487,6220
12,4,11,187,3,1,762487,6220
13,4,11,187,6,1,762487,6220
14,4,11,187,5,1,762487,6220
15,4,11,187,3,1,762487,6220
16,4,11,187,2,1,762487,6220
17,4,11,187,9,1,762487,6220
18,4,11,187,2,1,762487,6220
1,1,3,188,1,1,800192,5898
2,1,3,188,4,1,800192,5898
3,1,3,188,1,1,800192,5898
4,1,3,188,6,1,800192,5898
5,1,3,188,4,1,800192,5898
1,1,2,189,2,1,800257,7332
2,1,2,189,3,1,800257,7332
3,1,2,189,3,1,800257,7332
1,1,3,190,6,1,800576,5602
2,1,3,190,3,1,800576,5602
3,1,3,190,3,1,800576,5602
4,1,3,190,3,1,800576,5602
5,1,3,190,6,1,800576,5602
1,1,3,191,8,1,800694,5930
2,1,3,191,4,1,800694,5930
3,1,3,191,4,1,800694,5930
4,1,3,191,3,1,800694,5930
1,1,3,192,4,1,800745,5755
2,1,3,192,4,1,800745,5755
3,1,3,192,2,1,800745,5755
4,1,3,192,1,1,800745,5755
5,1,3,192,1,1,800745,5755
1,1,3,193,2,1,800904,6244
2,1,3,193,3,1,800904,6244
3,1,3,193,3,1,800904,6244
4,1,3,193,3,1,800904,6244
5,1,3,193,3,1,800904,6244
1,1,4,194,2,1,801141,6281
2,1,4,194,4,1,801141,6281
3,1,4,194,2,1,801141,6281
1,1,2,195,4,1,801465,5795
2,1,2,195,3,1,801465,5795
3,1,2,195,3,1,801465,5795
5,1,2,195,4,1,801465,5795
1,1,3,196,3,1,801551,5437
2,1,3,196,3,1,801551,5437
3,1,3,196,2,1,801551,5437
4,1,3,196,2,1,801551,5437
5,1,3,196,5,1,801551,5437
1,1,2,197,5,1,801943,5715
2,1,2,197,4,1,801943,5715
3,1,2,197,1,1,801943,5715
4,1,2,197,2,1,801943,5715
5,1,2,197,6,1,801943,5715
1,1,2,198,2,1,801948,7680
2,1,2,198,4,1,801948,7680
3,1,2,198,4,1,801948,7680
4,1,2,198,5,1,801948,7680
5,1,2,198,7,1,801948,7680
1,1,2,199,6,1,801952,6011
2,1,2,199,1,1,801952,6011
3,1,2,199,1,1,801952,6011
5,1,2,199,4,1,801952,6011
1,1,3,200,3,1,802030,5698
2,1,3,200,4,1,802030,5698
3,1,3,200,2,1,802030,5698
5,1,3,200,4,1,802030,5698
1,1,4,201,5,1,802081,6173
2,1,4,201,5,1,802081,6173
3,1,4,201,3,1,802081,6173
4,1,4,201,3,1,802081,6173
5,1,4,201,2,1,802081,6173
2,1,3,202,2,1,802109,4572
3,1,3,202,2,1,802109,4572
4,1,3,202,4,1,802109,4572
5,1,3,202,5,1,802109,4572
2,1,3,203,3,1,802179,5782
3,1,3,203,2,1,802179,5782
4,1,3,203,5,1,802179,5782
5,1,3,203,4,1,802179,5782
1,1,2,204,3,1,802187,8111
3,1,2,204,5,1,802187,8111
4,1,2,204,4,1,802187,8111
5,1,2,204,3,1,802187,8111
1,1,2,205,4,1,802237,6236
3,1,2,205,5,1,802237,6236
4,1,2,205,2,1,802237,6236
5,1,2,205,3,1,802237,6236
1,1,2,206,4,1,802515,5256
2,1,2,206,2,1,802515,5256
3,1,2,206,5,1,802515,5256
4,1,2,206,2,1,802515,5256
5,1,2,206,3,1,802515,5256
1,1,4,207,4,1,802553,6644
2,1,4,207,4,1,802553,6644
3,1,4,207,5,1,802553,6644
4,1,4,207,5,1,802553,6644
5,1,4,207,4,1,802553,6644
3,1,4,208,3,1,802633,6885
4,1,4,208,1,1,802633,6885
5,1,4,208,2,1,802633,6885
1,1,3,209,6,1,803557,5884
2,1,3,209,7,1,803557,5884
3,1,3,209,3,1,803557,5884
4,1,3,209,5,1,803557,5884
5,1,3,209,4,1,803557,5884
1,1,2,210,2,1,805194,5030
2,1,2,210,2,1,805194,5030
3,1,2,210,5,1,805194,5030
4,1,2,210,2,1,805194,5030
5,1,2,210,2,1,805194,5030
1,1,3,211,1,1,806019,4383
4,1,3,211,2,1,806019,4383
5,1,3,211,6,1,806019,4383
1,1,3,212,5,1,806430,6215
2,1,3,212,4,1,806430,6215
3,1,3,212,2,1,806430,6215
4,1,3,212,5,1,806430,6215
5,1,3,212,2,1,806430,6215
1,1,3,213,3,1,807117,5080
3,1,3,213,6,1,807117,5080
5,1,3,213,4,1,807117,5080
1,1,4,214,6,1,807625,6557
4,1,4,214,5,1,807625,6557
1,1,2,215,8,1,807638,3418
2,1,2,215,4,1,807638,3418
3,1,2,215,4,1,807638,3418
4,1,2,215,4,1,807638,3418
5,1,2,215,2,1,807638,3418
1,2,6,216,3,1,808032,8608
3,2,6,216,5,1,808032,8608
4,2,6,216,4,1,808032,8608
5,2,6,216,4,1,808032,8608
6,2,6,216,4,1,808032,8608
7,2,6,216,5,1,808032,8608
8,2,6,216,2,1,808032,8608
9,2,6,216,5,1,808032,8608
10,2,6,216,2,1,808032,8608
11,2,6,216,2,1,808032,8608
12,2,6,216,3,1,808032,8608
13,2,6,216,3,1,808032,8608
14,2,6,216,5,1,808032,8608
16,2,6,216,4,1,808032,8608
17,2,6,216,2,1,808032,8608
18,2,6,216,4,1,808032,8608
19,2,6,216,2,1,808032,8608
20,2,6,216,4,1,808032,8608
1,3,9,217,3,1,808871,4583
2,3,9,217,2,1,808871,4583
3,3,9,217,3,1,808871,4583
4,3,9,217,3,1,808871,4583
5,3,9,217,3,1,808871,4583
6,3,9,217,5,1,808871,4583
7,3,9,217,3,1,808871,4583
8,3,9,217,4,1,808871,4583
9,3,9,217,4,1,808871,4583
10,3,9,217,6,1,808871,4583
11,3,9,217,2,1,808871,4583
12,3,9,217,4,1,808871,4583
13,3,9,217,5,1,808871,4583
14,3,9,217,2,1,808871,4583
16,3,9,217,3,1,808871,4583
17,3,9,217,3,1,808871,4583
18,3,9,217,2,1,808871,4583
19,3,9,217,4,1,808871,4583
1,4,11,218,5,1,860337,4423
2,4,11,218,2,1,860337,4423
5,4,11,218,5,1,860337,4423
6,4,11,218,4,1,860337,4423
8,4,11,218,6,1,860337,4423
10,4,11,218,2,1,860337,4423
11,4,11,218,4,1,860337,4423
13,4,11,218,4,1,860337,4423
14,4,11,218,5,1,860337,4423
20,4,11,218,2,1,860337,4423
1,4,12,219,3,1,860395,4199
2,4,12,219,6,1,860395,4199
3,4,12,219,2,1,860395,4199
4,4,12,219,6,1,860395,4199
5,4,12,219,3,1,860395,4199
6,4,12,219,5,1,860395,4199
7,4,12,219,5,1,860395,4199
8,4,12,219,2,1,860395,4199
9,4,12,219,5,1,860395,4199
10,4,12,219,5,1,860395,4199
12,4,12,219,3,1,860395,4199
14,4,12,219,5,1,860395,4199
17,4,12,219,3,1,860395,4199
18,4,12,219,5,1,860395,4199
19,4,12,219,4,1,860395,4199
20,4,12,219,1,1,860395,4199
21,4,12,219,6,1,860395,4199
1,4,12,220,2,1,860935,3351
3,4,12,220,3,1,860935,3351
4,4,12,220,4,1,860935,3351
5,4,12,220,2,1,860935,3351
6,4,12,220,5,1,860935,3351
7,4,12,220,3,1,860935,3351
8,4,12,220,1,1,860935,3351
9,4,12,220,4,1,860935,3351
10,4,12,220,5,1,860935,3351
11,4,12,220,4,1,860935,3351
12,4,12,220,5,1,860935,3351
13,4,12,220,2,1,860935,3351
15,4,12,220,3,1,860935,3351
16,4,12,220,2,1,860935,3351
18,4,12,220,4,1,860935,3351
19,4,12,220,4,1,860935,3351
20,4,12,220,1,1,860935,3351
1,1,3,221,3,1,900206,5503
2,1,3,221,5,1,900206,5503
3,1,3,221,4,1,900206,5503
4,1,3,221,3,1,900206,5503
5,1,3,221,4,1,900206,5503
1,1,2,222,4,1,900504,5845
2,1,2,222,5,1,900504,5845
3,1,2,222,5,1,900504,5845
4,1,2,222,1,1,900504,5845
5,1,2,222,1,1,900504,5845
1,1,3,223,2,1,900817,6034
2,1,3,223,2,1,900817,6034
4,1,3,223,2,1,900817,6034
5,1,3,223,6,1,900817,6034
1,1,4,224,3,1,901274,6650
2,1,4,224,2,1,901274,6650
3,1,4,224,3,1,901274,6650
4,1,4,224,1,1,901274,6650
1,1,2,225,1,1,901423,5815
2,1,2,225,4,1,901423,5815
3,1,2,225,3,1,901423,5815
4,1,2,225,4,1,901423,5815
5,1,2,225,2,1,901423,5815
1,1,2,226,3,1,901491,5801
2,1,2,226,3,1,901491,5801
3,1,2,226,4,1,901491,5801
4,1,2,226,8,1,901491,5801
5,1,2,226,9,1,901491,5801
1,1,3,227,4,1,901771,5532
3,1,3,227,5,1,901771,5532
4,1,3,227,1,1,901771,5532
5,1,3,227,4,1,901771,5532
1,1,3,228,5,1,904849,6163
3,1,3,228,6,1,904849,6163
4,1,3,228,2,1,904849,6163
5,1,3,228,5,1,904849,6163
1,1,2,229,5,1,905471,6858
2,1,2,229,2,1,905471,6858
4,1,2,229,2,1,905471,6858
5,1,2,229,3,1,905471,6858
1,1,2,230,4,1,905734,6451
3,1,2,230,3,1,905734,6451
4,1,2,230,4,1,905734,6451
5,1,2,230,3,1,905734,6451
2,1,2,231,6,1,905791,5544
3,1,2,231,4,1,905791,5544
4,1,2,231,3,1,905791,5544
5,1,2,231,5,1,905791,5544
1,1,3,232,9,2,906192,6018
2,1,3,232,2,1,906192,6018
3,1,3,232,6,1,906192,6018
4,1,3,232,4,1,906192,6018
5,1,3,232,3,1,906192,6018
1,1,2,233,8,2,906882,6390
2,1,2,233,5,1,906882,6390
3,1,2,233,1,1,906882,6390
4,1,2,233,5,1,906882,6390
5,1,2,233,4,1,906882,6390
1,1,3,234,6,1,906947,6217
2,1,3,234,5,1,906947,6217
4,1,3,234,1,1,906947,6217
5,1,3,234,3,1,906947,6217
1,1,2,235,8,1,907969,6270
3,1,2,235,3,1,907969,6270
4,1,2,235,2,1,907969,6270
5,1,2,235,6,1,907969,6270
1,1,2,236,1,1,908709,7399
2,1,2,236,4,1,908709,7399
3,1,2,236,4,1,908709,7399
4,1,2,236,5,1,908709,7399
5,1,2,236,2,1,908709,7399
1,1,2,237,7,2,909050,6627
5,1,2,237,5,1,909050,6627
1,1,2,238,7,1,909143,5849
2,1,2,238,1,1,909143,5849
3,1,2,238,2,1,909143,5849
4,1,2,238,4,1,909143,5849
5,1,2,238,4,1,909143,5849
1,1,2,239,1,1,909313,5946
2,1,2,239,5,1,909313,5946
3,1,2,239,1,1,909313,5946
4,1,2,239,6,1,909313,5946
5,1,2,239,4,1,909313,5946
1,1,3,240,4,1,911046,5542
2,1,3,240,2,1,911046,5542
3,1,3,240,3,1,911046,5542
4,1,3,240,3,1,911046,5542
5,1,3,240,4,1,911046,5542
1,1,2,241,4,1,911403,5862
2,1,2,241,5,1,911403,5862
3,1,2,241,1,1,911403,5862
4,1,2,241,3,1,911403,5862
5,1,2,241,2,1,911403,5862
1,1,4,242,2,1,912816,7156
2,1,4,242,3,1,912816,7156
3,1,4,242,4,1,912816,7156
4,1,4,242,2,1,912816,7156
5,1,4,242,3,1,912816,7156
1,1,3,243,4,1,914023,5826
2,1,3,243,2,1,914023,5826
3,1,3,243,3,1,914023,5826
4,1,3,243,3,1,914023,5826
5,1,3,243,2,1,914023,5826
1,1,4,244,3,1,914160,7434
2,1,4,244,4,1,914160,7434
3,1,4,244,3,1,914160,7434
4,1,4,244,1,1,914160,7434
5,1,4,244,2,1,914160,7434
1,1,2,245,5,1,914316,6390
2,1,2,245,3,1,914316,6390
3,1,2,245,6,1,914316,6390
4,1,2,245,5,1,914316,6390
5,1,2,245,2,1,914316,6390
1,1,3,246,3,1,914518,6046
2,1,3,246,3,1,914518,6046
3,1,3,246,2,1,914518,6046
4,1,3,246,2,1,914518,6046
5,1,3,246,2,1,914518,6046
1,1,3,247,2,1,914557,6937
2,1,3,247,4,1,914557,6937
3,1,3,247,4,1,914557,6937
4,1,3,247,3,1,914557,6937
5,1,3,247,1,1,914557,6937
1,1,3,248,1,1,914838,7893
2,1,3,248,3,1,914838,7893
3,1,3,248,4,1,914838,7893
4,1,3,248,2,1,914838,7893
5,1,3,248,3,1,914838,7893
1,1,2,249,2,1,915230,8660
2,1,2,249,4,1,915230,8660
3,1,2,249,3,1,915230,8660
4,1,2,249,4,1,915230,8660
5,1,2,249,4,1,915230,8660
1,1,2,250,5,1,915748,6476
3,1,2,250,8,1,915748,6476
4,1,2,250,3,1,915748,6476
5,1,2,250,3,1,915748,6476
1,1,3,251,4,1,915859,6824
2,1,3,251,6,1,915859,6824
3,1,3,251,3,1,915859,6824
4,1,3,251,5,1,915859,6824
5,1,3,251,4,1,915859,6824
1,1,4,252,3,1,916237,6280
2,1,4,252,1,1,916237,6280
3,1,4,252,4,1,916237,6280
4,1,4,252,2,1,916237,6280
5,1,4,252,3,1,916237,6280
1,1,3,253,2,1,916272,6918
3,1,3,253,2,1,916272,6918
4,1,3,253,1,1,916272,6918
5,1,3,253,1,1,916272,6918
1,1,4,254,4,1,916440,6793
2,1,4,254,3,1,916440,6793
3,1,4,254,1,1,916440,6793
5,1,4,254,5,1,916440,6793
1,1,3,255,1,1,916551,6274
2,1,3,255,2,1,916551,6274
3,1,3,255,3,1,916551,6274
4,1,3,255,2,1,916551,6274
5,1,3,255,4,1,916551,6274
1,1,4,256,3,1,917253,7467
2,1,4,256,4,1,917253,7467
3,1,4,256,2,1,917253,7467
4,1,4,256,5,1,917253,7467
5,1,4,256,2,1,917253,7467
1,1,4,257,3,1,917266,6070
2,1,4,257,4,1,917266,6070
3,1,4,257,3,1,917266,6070
1,1,3,258,4,1,917347,6156
2,1,3,258,2,2,917347,6156
3,1,3,258,3,1,917347,6156
4,1,3,258,2,1,917347,6156
5,1,3,258,1,1,917347,6156
1,1,3,259,5,1,917564,5245
2,1,3,259,1,1,917564,5245
4,1,3,259,5,1,917564,5245
5,1,3,259,3,1,917564,5245
1,1,2,260,6,1,918181,4929
2,1,2,260,3,1,918181,4929
3,1,2,260,3,1,918181,4929
4,1,2,260,2,1,918181,4929
1,1,3,261,2,1,918396,4105
4,1,3,261,1,1,918396,4105
1,1,3,262,1,1,918797,8898
3,1,3,262,4,1,918797,8898
1,1,3,263,4,1,919478,6716
2,1,3,263,4,1,919478,6716
3,1,3,263,4,1,919478,6716
4,1,3,263,1,1,919478,6716
5,1,3,263,1,1,919478,6716
1,1,3,264,6,1,920538,7041
4,1,3,264,5,1,920538,7041
5,1,3,264,5,1,920538,7041
1,3,9,265,4,1,921043,5868
2,3,9,265,5,1,921043,5868
3,3,9,265,3,1,921043,5868
4,3,9,265,5,1,921043,5868
1,3,9,266,3,1,921132,5040
2,3,9,266,8,1,921132,5040
3,3,9,266,5,1,921132,5040
4,3,9,266,1,1,921132,5040
5,3,9,266,4,1,921132,5040
1,3,9,267,3,1,921161,6044
2,3,9,267,6,1,921161,6044
3,3,9,267,3,1,921161,6044
4,3,9,267,1,1,921161,6044
5,3,9,267,7,1,921161,6044
1,3,9,268,5,1,921196,5819
2,3,9,268,4,1,921196,5819
3,3,9,268,3,1,921196,5819
5,3,9,268,5,1,921196,5819
4,1,3,269,4,1,1000178,5845
5,1,3,269,3,1,1000178,5845
1,1,3,270,2,1,1000269,5624
2,1,3,270,6,1,1000269,5624
4,1,3,270,6,1,1000269,5624
5,1,3,270,3,1,1000269,5624
1,1,2,271,5,1,1000318,7239
2,1,2,271,7,2,1000318,7239
3,1,2,271,4,1,1000318,7239
4,1,2,271,10,1,1000318,7239
5,1,2,271,8,1,1000318,7239
1,1,2,272,3,1,1000321,7359
2,1,2,272,4,1,1000321,7359
4,1,2,272,7,1,1000321,7359
5,1,2,272,3,1,1000321,7359
1,1,4,273,3,1,1000453,6064
2,1,4,273,5,2,1000453,6064
3,1,4,273,6,1,1000453,6064
4,1,4,273,5,1,1000453,6064
1,1,3,274,3,1,1000459,5533
3,1,3,274,2,1,1000459,5533
4,1,3,274,4,1,1000459,5533
5,1,3,274,2,1,1000459,5533
1,1,3,275,3,1,1000470,6096
2,1,3,275,1,1,1000470,6096
3,1,3,275,3,1,1000470,6096
4,1,3,275,2,1,1000470,6096
5,1,3,275,1,1,1000470,6096
2,1,2,276,2,1,1000525,6090
3,1,2,276,4,1,1000525,6090
4,1,2,276,5,1,1000525,6090
5,1,2,276,7,1,1000525,6090
2,1,3,277,5,1,1000555,6414
3,1,3,277,2,1,1000555,6414
4,1,3,277,11,1,1000555,6414
5,1,3,277,6,1,1000555,6414
2,1,3,278,3,1,1000578,5990
3,1,3,278,6,1,1000578,5990
4,1,3,278,3,1,1000578,5990
5,1,3,278,6,1,1000578,5990
1,1,3,279,7,1,1000721,5195
3,1,3,279,5,1,1000721,5195
4,1,3,279,8,1,1000721,5195
1,1,2,280,2,1,1000743,6152
2,1,2,280,3,1,1000743,6152
3,1,2,280,3,1,1000743,6152
4,1,2,280,4,1,1000743,6152
1,1,3,281,2,1,1000749,6429
2,1,3,281,2,1,1000749,6429
