"VIV_SEL","TLOC","REGION","EST_DIS","UPM_DIS","P1_1","P1_2","FAC_VIV","UPM"
2,1,4,46,614,3,1,2520,915046
3,1,4,46,614,2,1,2520,915046
4,1,4,46,614,4,1,2520,915046
5,1,4,46,614,2,1,2520,915046
1,1,4,46,615,2,1,3531,915207
2,1,4,46,615,3,1,3531,915207
3,1,4,46,615,3,1,3531,915207
4,1,4,46,615,4,1,3531,915207
5,1,4,46,615,2,1,3531,915207
1,1,4,47,616,1,1,3474,915250
2,1,4,47,616,5,1,3474,915250
3,1,4,47,616,5,1,3474,915250
5,1,4,47,616,2,1,3474,915250
1,1,4,47,617,2,1,2677,915360
2,1,4,47,617,5,1,2677,915360
3,1,4,47,617,3,1,2677,915360
4,1,4,47,617,4,1,2677,915360
5,1,4,47,617,1,1,2677,915360
1,1,4,46,618,4,1,3534,915463
2,1,4,46,618,3,1,3534,915463
3,1,4,46,618,4,1,3534,915463
4,1,4,46,618,3,1,3534,915463
5,1,4,46,618,5,1,3534,915463
1,1,4,46,619,10,1,2917,915692
2,1,4,46,619,7,1,2917,915692
4,1,4,46,619,5,1,2917,915692
1,1,4,46,620,7,1,3018,915732
3,1,4,46,620,3,1,3018,915732
4,1,4,46,620,4,1,3018,915732
5,1,4,46,620,3,1,3018,915732
1,1,4,47,621,6,1,2715,915797
2,1,4,47,621,4,1,2715,915797
3,1,4,47,621,4,1,2715,915797
4,1,4,47,621,10,1,2715,915797
5,1,4,47,621,7,1,2715,915797
1,1,4,46,622,4,1,2368,915883
2,1,4,46,622,3,1,2368,915883
3,1,4,46,622,7,1,2368,915883
5,1,4,46,622,5,1,2368,915883
2,1,4,46,623,4,1,3100,916072
3,1,4,46,623,4,1,3100,916072
4,1,4,46,623,4,1,3100,916072
5,1,4,46,623,4,1,3100,916072
1,1,4,48,624,3,1,3039,916231
2,1,4,48,624,2,1,3039,916231
3,1,4,48,624,2,1,3039,916231
1,1,4,47,625,3,1,2823,916261
2,1,4,47,625,4,1,2823,916261
3,1,4,47,625,2,1,2823,916261
4,1,4,47,625,5,1,2823,916261
5,1,4,47,625,2,1,2823,916261
2,1,4,47,626,2,1,3318,916294
3,1,4,47,626,3,1,3318,916294
4,1,4,47,626,1,1,3318,916294
5,1,4,47,626,1,1,3318,916294
1,1,4,48,627,2,1,3274,916387
2,1,4,48,627,1,1,3274,916387
3,1,4,48,627,1,1,3274,916387
5,1,4,48,627,1,1,3274,916387
1,1,4,47,628,2,1,2758,916391
3,1,4,47,628,2,1,2758,916391
4,1,4,47,628,5,1,2758,916391
5,1,4,47,628,3,1,2758,916391
3,1,4,48,629,1,1,3960,916440
4,1,4,48,629,3,1,3960,916440
5,1,4,48,629,4,1,3960,916440
1,1,4,47,630,2,1,3538,916496
2,1,4,47,630,3,1,3538,916496
4,1,4,47,630,1,1,3538,916496
5,1,4,47,630,5,1,3538,916496
1,1,4,48,631,2,1,4187,916965
2,1,4,48,631,2,1,4187,916965
3,1,4,48,631,2,1,4187,916965
4,1,4,48,631,3,1,4187,916965
5,1,4,48,631,4,1,4187,916965
1,1,4,48,632,1,1,3429,917007
2,1,4,48,632,4,1,3429,917007
4,1,4,48,632,2,1,3429,917007
5,1,4,48,632,4,1,3429,917007
1,1,4,47,633,1,1,3231,917146
2,1,4,47,633,2,1,3231,917146
3,1,4,47,633,3,1,3231,917146
4,1,4,47,633,4,1,3231,917146
5,1,4,47,633,2,1,3231,917146
1,1,4,47,634,2,1,2699,917149
2,1,4,47,634,1,1,2699,917149
3,1,4,47,634,2,1,2699,917149
4,1,4,47,634,6,1,2699,917149
5,1,4,47,634,5,1,2699,917149
1,1,4,48,635,2,1,4084,917198
2,1,4,48,635,5,1,4084,917198
3,1,4,48,635,3,1,4084,917198
4,1,4,48,635,4,1,4084,917198
5,1,4,48,635,2,1,4084,917198
1,1,4,48,636,2,1,3817,917215
2,1,4,48,636,2,1,3817,917215
3,1,4,48,636,1,1,3817,917215
4,1,4,48,636,5,1,3817,917215
1,1,4,47,637,2,1,3143,917580
2,1,4,47,637,2,1,3143,917580
3,1,4,47,637,3,1,3143,917580
4,1,4,47,637,2,1,3143,917580
5,1,4,47,637,3,1,3143,917580
2,1,4,47,638,3,1,3179,917600
3,1,4,47,638,1,1,3179,917600
4,1,4,47,638,2,1,3179,917600
5,1,4,47,638,2,1,3179,917600
1,1,4,47,639,3,1,2720,917611
2,1,4,47,639,2,1,2720,917611
3,1,4,47,639,4,1,2720,917611
4,1,4,47,639,4,1,2720,917611
5,1,4,47,639,5,1,2720,917611
1,1,4,47,640,4,1,2866,917717
2,1,4,47,640,4,1,2866,917717
3,1,4,47,640,7,1,2866,917717
4,1,4,47,640,4,1,2866,917717
5,1,4,47,640,2,1,2866,917717
1,1,4,47,641,2,1,3274,917769
3,1,4,47,641,2,1,3274,917769
4,1,4,47,641,2,1,3274,917769
5,1,4,47,641,1,1,3274,917769
1,1,4,47,642,2,1,3016,917862
2,1,4,47,642,5,2,3016,917862
3,1,4,47,642,2,2,3016,917862
4,1,4,47,642,3,1,3016,917862
5,1,4,47,642,3,1,3016,917862
2,1,4,46,643,1,1,2913,918121
3,1,4,46,643,2,1,2913,918121
1,1,4,48,644,3,1,3836,918130
2,1,4,48,644,4,1,3836,918130
3,1,4,48,644,2,1,3836,918130
4,1,4,48,644,2,1,3836,918130
5,1,4,48,644,3,1,3836,918130
1,1,4,47,645,3,1,2907,918560
2,1,4,47,645,4,1,2907,918560
3,1,4,47,645,4,1,2907,918560
5,1,4,47,645,5,1,2907,918560
1,1,4,47,646,8,2,3386,918574
2,1,4,47,646,9,1,3386,918574
3,1,4,47,646,3,1,3386,918574
4,1,4,47,646,1,1,3386,918574
5,1,4,47,646,1,1,3386,918574
1,1,4,47,647,4,1,3375,918575
2,1,4,47,647,4,1,3375,918575
3,1,4,47,647,3,1,3375,918575
4,1,4,47,647,4,1,3375,918575
5,1,4,47,647,3,1,3375,918575
1,1,4,47,648,1,1,3115,918597
2,1,4,47,648,2,1,3115,918597
3,1,4,47,648,2,1,3115,918597
4,1,4,47,648,3,1,3115,918597
5,1,4,47,648,1,1,3115,918597
1,1,4,47,649,2,1,4162,918797
2,1,4,47,649,4,1,4162,918797
3,1,4,47,649,1,1,4162,918797
4,1,4,47,649,2,1,4162,918797
5,1,4,47,649,3,1,4162,918797
2,1,4,48,650,3,1,3547,919035
3,1,4,48,650,2,1,3547,919035
1,1,4,47,651,2,1,3090,919093
2,1,4,47,651,4,1,3090,919093
3,1,4,47,651,2,1,3090,919093
4,1,4,47,651,5,1,3090,919093
2,1,4,47,652,1,1,3032,919135
5,1,4,47,652,1,1,3032,919135
1,1,4,48,653,1,1,4370,919141
2,1,4,48,653,1,1,4370,919141
4,1,4,48,653,4,1,4370,919141
5,1,4,48,653,1,1,4370,919141
1,1,4,48,654,2,1,3824,919175
2,1,4,48,654,3,1,3824,919175
5,1,4,48,654,1,1,3824,919175
1,1,4,47,655,1,1,3427,919478
2,1,4,47,655,4,1,3427,919478
3,1,4,47,655,2,1,3427,919478
4,1,4,47,655,2,1,3427,919478
5,1,4,47,655,3,1,3427,919478
1,1,4,47,656,2,1,2479,919548
2,1,4,47,656,2,1,2479,919548
3,1,4,47,656,1,1,2479,919548
4,1,4,47,656,2,1,2479,919548
5,1,4,47,656,2,1,2479,919548
1,1,4,46,657,5,1,3082,919731
2,1,4,46,657,2,1,3082,919731
3,1,4,46,657,3,1,3082,919731
4,1,4,46,657,3,1,3082,919731
5,1,4,46,657,7,1,3082,919731
1,1,4,46,658,4,1,2773,919738
2,1,4,46,658,8,1,2773,919738
3,1,4,46,658,2,1,2773,919738
4,1,4,46,658,2,1,2773,919738
5,1,4,46,658,4,1,2773,919738
1,1,4,47,659,3,1,2403,919807
2,1,4,47,659,3,1,2403,919807
3,1,4,47,659,2,1,2403,919807
4,1,4,47,659,4,1,2403,919807
5,1,4,47,659,4,1,2403,919807
1,1,4,46,660,3,2,2175,919854
2,1,4,46,660,6,1,2175,919854
3,1,4,46,660,4,1,2175,919854
4,1,4,46,660,4,1,2175,919854
5,1,4,46,660,3,1,2175,919854
1,1,4,46,661,5,1,3010,919906
2,1,4,46,661,2,1,3010,919906
3,1,4,46,661,3,1,3010,919906
4,1,4,46,661,7,1,3010,919906
5,1,4,46,661,3,1,3010,919906
1,1,4,47,662,1,1,3143,919919
2,1,4,47,662,1,1,3143,919919
3,1,4,47,662,3,1,3143,919919
4,1,4,47,662,4,1,3143,919919
5,1,4,47,662,5,1,3143,919919
1,1,4,47,663,6,1,3382,920150
2,1,4,47,663,2,1,3382,920150
3,1,4,47,663,2,1,3382,920150
4,1,4,47,663,3,1,3382,920150
5,1,4,47,663,4,1,3382,920150
1,1,4,47,664,3,1,3191,920305
2,1,4,47,664,3,1,3191,920305
3,1,4,47,664,2,1,3191,920305
4,1,4,47,664,2,1,3191,920305
5,1,4,47,664,3,1,3191,920305
1,1,4,47,665,3,1,2631,920526
2,1,4,47,665,2,1,2631,920526
3,1,4,47,665,1,1,2631,920526
4,1,4,47,665,4,1,2631,920526
5,1,4,47,665,4,1,2631,920526
1,1,4,47,666,2,1,3027,920585
2,1,4,47,666,3,1,3027,920585
3,1,4,47,666,1,1,3027,920585
4,1,4,47,666,4,1,3027,920585
5,1,4,47,666,2,1,3027,920585
1,1,4,47,667,4,1,2256,920597
2,1,4,47,667,5,1,2256,920597
3,1,4,47,667,4,1,2256,920597
4,1,4,47,667,5,1,2256,920597
5,1,4,47,667,3,1,2256,920597
1,1,4,46,668,4,1,2388,920667
3,1,4,46,668,6,2,2388,920667
4,1,4,46,668,6,1,2388,920667
5,1,4,46,668,5,1,2388,920667
1,2,4,46,669,5,1,2580,920742
2,2,4,46,669,4,1,2580,920742
3,2,4,46,669,5,1,2580,920742
4,2,4,46,669,2,1,2580,920742
5,2,4,46,669,5,1,2580,920742
1,2,4,46,670,4,1,2137,920763
2,2,4,46,670,3,1,2137,920763
3,2,4,46,670,3,1,2137,920763
4,2,4,46,670,2,1,2137,920763
5,2,4,46,670,2,1,2137,920763
1,2,4,46,671,5,1,4023,920840
2,2,4,46,671,3,1,4023,920840
3,2,4,46,671,7,1,4023,920840
4,2,4,46,671,2,1,4023,920840
5,2,4,46,671,4,1,4023,920840
1,3,4,46,672,4,1,2086,921100
2,3,4,46,672,2,1,2086,921100
3,3,4,46,672,2,1,2086,921100
4,3,4,46,672,3,1,2086,921100
5,3,4,46,672,6,1,2086,921100
1,3,4,46,673,7,1,2057,921167
2,3,4,46,673,2,1,2057,921167
3,3,4,46,673,2,1,2057,921167
4,3,4,46,673,5,1,2057,921167
5,3,4,46,673,8,1,2057,921167
1,1,4,46,674,4,1,2815,921233
2,1,4,46,674,4,1,2815,921233
3,1,4,46,674,2,1,2815,921233
4,1,4,46,674,4,1,2815,921233
5,1,4,46,674,2,1,2815,921233
4,1,4,48,675,2,1,4026,921411
5,1,4,48,675,1,1,4026,921411
1,1,4,48,676,3,1,3648,921985
2,1,4,48,676,2,1,3648,921985
3,1,4,48,676,1,1,3648,921985
4,1,4,48,676,2,1,3648,921985
5,1,4,48,676,4,1,3648,921985
1,1,4,47,677,1,1,4421,922236
2,1,4,47,677,1,1,4421,922236
5,1,4,47,677,1,1,4421,922236
3,1,4,47,678,1,1,2960,922283
5,1,4,47,678,2,1,2960,922283
1,4,4,45,679,7,1,770,960021
4,4,4,45,679,4,1,770,960021
5,4,4,45,679,4,1,770,960021
6,4,4,45,679,7,1,770,960021
1,4,4,45,680,1,1,634,960043
2,4,4,45,680,7,2,634,960043
3,4,4,45,680,1,1,634,960043
4,4,4,45,680,3,1,634,960043
5,4,4,45,680,4,1,634,960043
6,4,4,45,680,5,1,634,960043
7,4,4,45,680,3,1,634,960043
8,4,4,45,680,5,1,634,960043
10,4,4,45,680,3,1,634,960043
11,4,4,45,680,5,1,634,960043
1,1,1,53,681,2,1,1241,1000053
2,1,1,53,681,4,1,1241,1000053
3,1,1,53,681,1,1,1241,1000053
3,1,1,53,682,2,1,1132,1000065
4,1,1,53,682,1,1,1132,1000065
5,1,1,53,682,3,1,1132,1000065
1,1,1,52,683,4,1,1175,1000253
2,1,1,52,683,2,1,1175,1000253
3,1,1,52,683,3,1,1175,1000253
4,1,1,52,683,5,1,1175,1000253
5,1,1,52,683,6,1,1175,1000253
1,1,1,53,684,5,1,1149,1000306
2,1,1,53,684,4,1,1149,1000306
3,1,1,53,684,4,1,1149,1000306
4,1,1,53,684,3,1,1149,1000306
5,1,1,53,684,3,1,1149,1000306
1,1,1,53,685,3,1,1093,1000308
2,1,1,53,685,3,1,1093,1000308
3,1,1,53,685,4,1,1093,1000308
5,1,1,53,685,4,1,1093,1000308
1,1,1,53,686,4,1,1210,1000364
2,1,1,53,686,2,1,1210,1000364
3,1,1,53,686,5,1,1210,1000364
4,1,1,53,686,3,1,1210,1000364
5,1,1,53,686,4,1,1210,1000364
1,1,1,54,687,2,1,1091,1000453
2,1,1,54,687,1,1,1091,1000453
3,1,1,54,687,4,1,1091,1000453
4,1,1,54,687,2,1,1091,1000453
5,1,1,54,687,2,1,1091,1000453
2,1,1,52,688,4,1,1241,1000495
3,1,1,52,688,1,1,1241,1000495
4,1,1,52,688,5,1,1241,1000495
5,1,1,52,688,6,1,1241,1000495
1,1,1,53,689,6,1,1192,1000554
3,1,1,53,689,2,1,1192,1000554
4,1,1,53,689,4,1,1192,1000554
5,1,1,53,689,3,1,1192,1000554
1,1,1,53,690,3,1,1057,1000561
2,1,1,53,690,1,1,1057,1000561
3,1,1,53,690,2,1,1057,1000561
5,1,1,53,690,4,1,1057,1000561
1,1,1,53,691,4,1,1180,1000586
2,1,1,53,691,1,1,1180,1000586
3,1,1,53,691,5,1,1180,1000586
4,1,1,53,691,10,2,1180,1000586
5,1,1,53,691,5,1,1180,1000586
1,1,1,52,692,3,1,1313,1000640
2,1,1,52,692,3,1,1313,1000640
4,1,1,52,692,3,1,1313,1000640
1,1,1,52,693,3,1,1402,1000643
2,1,1,52,693,6,1,1402,1000643
3,1,1,52,693,2,1,1402,1000643
5,1,1,52,693,2,1,1402,1000643
1,1,1,53,694,4,1,1130,1000675
3,1,1,53,694,5,1,1130,1000675
4,1,1,53,694,5,1,1130,1000675
5,1,1,53,694,4,1,1130,1000675
1,1,1,52,695,5,1,1255,1000756
2,1,1,52,695,1,1,1255,1000756
3,1,1,52,695,2,1,1255,1000756
4,1,1,52,695,3,1,1255,1000756
5,1,1,52,695,3,1,1255,1000756
1,1,1,53,696,5,1,1118,1000870
2,1,1,53,696,4,1,1118,1000870
3,1,1,53,696,4,1,1118,1000870
4,1,1,53,696,4,1,1118,1000870
5,1,1,53,696,5,1,1118,1000870
1,1,1,53,697,6,1,1099,1000920
2,1,1,53,697,5,1,1099,1000920
3,1,1,53,697,1,1,1099,1000920
4,1,1,53,697,4,1,1099,1000920
5,1,1,53,697,1,1,1099,1000920
1,1,1,52,698,5,1,1627,1000927
2,1,1,52,698,5,1,1627,1000927
3,1,1,52,698,3,1,1627,1000927
4,1,1,52,698,3,1,1627,1000927
5,1,1,52,698,4,1,1627,1000927
1,1,1,52,699,6,1,1187,1000935
2,1,1,52,699,5,1,1187,1000935
3,1,1,52,699,4,1,1187,1000935
4,1,1,52,699,1,1,1187,1000935
5,1,1,52,699,6,1,1187,1000935
1,1,1,53,700,4,1,1152,1000956
2,1,1,53,700,5,1,1152,1000956
3,1,1,53,700,6,1,1152,1000956
4,1,1,53,700,6,1,1152,1000956
5,1,1,53,700,5,1,1152,1000956
1,1,1,53,701,2,1,1118,1000971
3,1,1,53,701,3,1,1118,1000971
4,1,1,53,701,5,1,1118,1000971
5,1,1,53,701,5,1,1118,1000971
1,1,1,52,702,3,1,1267,1000986
2,1,1,52,702,4,1,1267,1000986
3,1,1,52,702,4,1,1267,1000986
4,1,1,52,702,2,1,1267,1000986
5,1,1,52,702,4,1,1267,1000986
1,1,1,52,703,1,1,1459,1001005
2,1,1,52,703,15,2,1459,1001005
3,1,1,52,703,7,1,1459,1001005
4,1,1,52,703,5,1,1459,1001005
5,1,1,52,703,4,1,1459,1001005
1,1,1,52,704,3,1,1434,1001020
2,1,1,52,704,2,1,1434,1001020
3,1,1,52,704,1,1,1434,1001020
4,1,1,52,704,7,1,1434,1001020
5,1,1,52,704,6,1,1434,1001020
1,1,1,53,705,6,1,1156,1001025
3,1,1,53,705,4,1,1156,1001025
4,1,1,53,705,6,1,1156,1001025
5,1,1,53,705,2,1,1156,1001025
1,1,1,52,706,4,1,1369,1001125
2,1,1,52,706,4,1,1369,1001125
3,1,1,52,706,6,1,1369,1001125
5,1,1,52,706,6,1,1369,1001125
1,1,1,54,707,6,1,1101,1001187
2,1,1,54,707,4,1,1101,1001187
3,1,1,54,707,4,1,1101,1001187
4,1,1,54,707,4,1,1101,1001187
5,1,1,54,707,2,1,1101,1001187
1,1,1,54,708,7,1,1096,1001202
2,1,1,54,708,1,1,1096,1001202
4,1,1,54,708,1,1,1096,1001202
5,1,1,54,708,4,1,1096,1001202
1,1,1,54,709,3,1,1193,1001213
2,1,1,54,709,4,1,1193,1001213
3,1,1,54,709,6,1,1193,1001213
4,1,1,54,709,2,1,1193,1001213
5,1,1,54,709,1,1,1193,1001213
1,1,1,54,710,5,1,1279,1001455
2,1,1,54,710,3,1,1279,1001455
3,1,1,54,710,2,1,1279,1001455
4,1,1,54,710,3,1,1279,1001455
5,1,1,54,710,3,1,1279,1001455
1,1,1,53,711,1,1,1102,1001576
2,1,1,53,711,3,1,1102,1001576
3,1,1,53,711,2,1,1102,1001576
4,1,1,53,711,3,1,1102,1001576
5,1,1,53,711,5,1,1102,1001576
2,1,1,52,712,2,1,1181,1001637
3,1,1,52,712,4,1,1181,1001637
4,1,1,52,712,1,1,1181,1001637
1,1,1,52,713,5,1,976,1001698
2,1,1,52,713,2,1,976,1001698
3,1,1,52,713,1,1,976,1001698
4,1,1,52,713,1,1,976,1001698
1,1,1,52,714,6,1,1193,1001719
2,1,1,52,714,4,1,1193,1001719
3,1,1,52,714,7,1,1193,1001719
5,1,1,52,714,4,1,1193,1001719
1,1,1,53,715,4,1,1133,1001753
2,1,1,53,715,4,1,1133,1001753
3,1,1,53,715,4,1,1133,1001753
4,1,1,53,715,1,1,1133,1001753
1,1,1,53,716,4,1,1045,1001809
2,1,1,53,716,3,1,1045,1001809
3,1,1,53,716,3,1,1045,1001809
4,1,1,53,716,4,1,1045,1001809
3,1,1,54,717,5,1,1221,1001862
4,1,1,54,717,2,1,1221,1001862
1,1,1,53,718,8,1,1081,1001873
2,1,1,53,718,4,1,1081,1001873
3,1,1,53,718,2,1,1081,1001873
4,1,1,53,718,4,1,1081,1001873
1,1,1,52,719,5,1,1139,1001910
2,1,1,52,719,3,1,1139,1001910
3,1,1,52,719,1,1,1139,1001910
4,1,1,52,719,3,1,1139,1001910
5,1,1,52,719,4,1,1139,1001910
3,1,1,53,720,3,1,1197,1001931
4,1,1,53,720,5,1,1197,1001931
1,1,1,53,721,3,1,1112,1001953
2,1,1,53,721,4,1,1112,1001953
3,1,1,53,721,4,1,1112,1001953
5,1,1,53,721,1,1,1112,1001953
1,1,1,53,722,4,1,1122,1001969
2,1,1,53,722,7,1,1122,1001969
3,1,1,53,722,3,1,1122,1001969
4,1,1,53,722,6,1,1122,1001969
5,1,1,53,722,3,1,1122,1001969
2,1,1,52,723,2,1,1136,1002030
3,1,1,52,723,2,1,1136,1002030
4,1,1,52,723,1,1,1136,1002030
5,1,1,52,723,2,1,1136,1002030
1,1,1,52,724,5,1,1194,1002083
2,1,1,52,724,2,1,1194,1002083
4,1,1,52,724,4,1,1194,1002083
1,1,1,54,725,4,1,1317,1002120
3,1,1,54,725,6,1,1317,1002120
4,1,1,54,725,4,1,1317,1002120
5,1,1,54,725,4,1,1317,1002120
1,1,1,52,726,2,1,1058,1002292
2,1,1,52,726,2,1,1058,1002292
4,1,1,52,726,7,1,1058,1002292
1,2,1,52,727,5,1,1120,1002456
2,2,1,52,727,8,1,1120,1002456
3,2,1,52,727,4,1,1120,1002456
4,2,1,52,727,2,1,1120,1002456
5,2,1,52,727,2,1,1120,1002456
1,2,1,52,728,4,1,1155,1002478
2,2,1,52,728,2,1,1155,1002478
3,2,1,52,728,2,1,1155,1002478
4,2,1,52,728,4,1,1155,1002478
5,2,1,52,728,2,1,1155,1002478
1,2,1,52,729,6,1,1055,1002504
3,2,1,52,729,5,1,1055,1002504
4,2,1,52,729,4,1,1055,1002504
1,2,1,52,730,5,1,915,1002519
2,2,1,52,730,7,1,915,1002519
4,2,1,52,730,4,1,915,1002519
5,2,1,52,730,1,1,915,1002519
1,2,1,49,731,1,1,1372,1002778
2,2,1,49,731,3,1,1372,1002778
3,2,1,49,731,4,1,1372,1002778
4,2,1,49,731,3,1,1372,1002778
5,2,1,49,731,3,1,1372,1002778
6,2,1,49,731,4,1,1372,1002778
7,2,1,49,731,3,1,1372,1002778
8,2,1,49,731,4,1,1372,1002778
9,2,1,49,731,3,1,1372,1002778
10,2,1,49,731,5,1,1372,1002778
11,2,1,49,731,2,1,1372,1002778
12,2,1,49,731,2,1,1372,1002778
13,2,1,49,731,4,1,1372,1002778
14,2,1,49,731,4,1,1372,1002778
16,2,1,49,731,2,1,1372,1002778
17,2,1,49,731,4,1,1372,1002778
18,2,1,49,731,9,1,1372,1002778
19,2,1,49,731,6,1,1372,1002778
20,2,1,49,731,4,1,1372,1002778
1,3,1,49,732,2,1,1726,1002832
2,3,1,49,732,2,1,1726,1002832
3,3,1,49,732,3,1,1726,1002832
4,3,1,49,732,3,1,1726,1002832
5,3,1,49,732,4,1,1726,1002832
6,3,1,49,732,2,1,1726,1002832
7,3,1,49,732,4,1,1726,1002832
8,3,1,49,732,4,1,1726,1002832
10,3,1,49,732,2,1,1726,1002832
11,3,1,49,732,4,1,1726,1002832
12,3,1,49,732,2,1,1726,1002832
13,3,1,49,732,3,1,1726,1002832
14,3,1,49,732,2,1,1726,1002832
15,3,1,49,732,3,1,1726,1002832
16,3,1,49,732,2,1,1726,1002832
17,3,1,49,732,4,1,1726,1002832
18,3,1,49,732,1,1,1726,1002832
20,3,1,49,732,7,1,1726,1002832
1,3,1,49,733,5,1,1986,1002933
2,3,1,49,733,4,1,1986,1002933
3,3,1,49,733,7,1,1986,1002933
4,3,1,49,733,2,1,1986,1002933
5,3,1,49,733,1,1,1986,1002933
6,3,1,49,733,1,1,1986,1002933
7,3,1,49,733,2,1,1986,1002933
8,3,1,49,733,1,1,1986,1002933
9,3,1,49,733,7,1,1986,1002933
10,3,1,49,733,4,1,1986,1002933
11,3,1,49,733,4,2,1986,1002933
12,3,1,49,733,2,1,1986,1002933
13,3,1,49,733,4,1,1986,1002933
15,3,1,49,733,2,1,1986,1002933
16,3,1,49,733,5,1,1986,1002933
17,3,1,49,733,3,1,1986,1002933
18,3,1,49,733,1,1,1986,1002933
19,3,1,49,733,2,1,1986,1002933
1,4,1,50,734,1,1,1110,1060009
2,4,1,50,734,2,1,1110,1060009
3,4,1,50,734,6,2,1110,1060009
4,4,1,50,734,2,1,1110,1060009
5,4,1,50,734,1,1,1110,1060009
6,4,1,50,734,6,1,1110,1060009
7,4,1,50,734,1,1,1110,1060009
8,4,1,50,734,4,1,1110,1060009
9,4,1,50,734,2,1,1110,1060009
10,4,1,50,734,3,1,1110,1060009
11,4,1,50,734,12,1,1110,1060009
13,4,1,50,734,5,1,1110,1060009
14,4,1,50,734,2,1,1110,1060009
15,4,1,50,734,2,1,1110,1060009
17,4,1,50,734,6,1,1110,1060009
18,4,1,50,734,2,1,1110,1060009
19,4,1,50,734,1,1,1110,1060009
20,4,1,50,734,4,1,1110,1060009
1,4,1,51,735,3,1,1355,1060091
2,4,1,51,735,4,1,1355,1060091
3,4,1,51,735,4,1,1355,1060091
4,4,1,51,735,3,1,1355,1060091
5,4,1,51,735,4,1,1355,1060091
6,4,1,51,735,4,1,1355,1060091
7,4,1,51,735,5,1,1355,1060091
8,4,1,51,735,5,1,1355,1060091
9,4,1,51,735,5,1,1355,1060091
10,4,1,51,735,3,1,1355,1060091
11,4,1,51,735,1,1,1355,1060091
12,4,1,51,735,1,1,1355,1060091
13,4,1,51,735,1,1,1355,1060091
14,4,1,51,735,1,1,1355,1060091
15,4,1,51,735,6,1,1355,1060091
16,4,1,51,735,4,1,1355,1060091
17,4,1,51,735,5,1,1355,1060091
18,4,1,51,735,2,1,1355,1060091
19,4,1,51,735,1,1,1355,1060091
20,4,1,51,735,4,1,1355,1060091
1,4,1,51,736,2,1,1317,1060106
2,4,1,51,736,9,1,1317,1060106
3,4,1,51,736,5,1,1317,1060106
4,4,1,51,736,6,1,1317,1060106
5,4,1,51,736,4,1,1317,1060106
8,4,1,51,736,4,1,1317,1060106
9,4,1,51,736,2,1,1317,1060106
10,4,1,51,736,4,1,1317,1060106
11,4,1,51,736,7,1,1317,1060106
13,4,1,51,736,2,1,1317,1060106
15,4,1,51,736,3,1,1317,1060106
16,4,1,51,736,2,1,1317,1060106
18,4,1,51,736,1,1,1317,1060106
19,4,1,51,736,2,1,1317,1060106
1,4,1,51,737,5,1,1422,1060112
2,4,1,51,737,5,1,1422,1060112
3,4,1,51,737,1,1,1422,1060112
4,4,1,51,737,3,1,1422,1060112
5,4,1,51,737,5,1,1422,1060112
6,4,1,51,737,4,1,1422,1060112
7,4,1,51,737,2,1,1422,1060112
8,4,1,51,737,1,1,1422,1060112
9,4,1,51,737,5,1,1422,1060112
10,4,1,51,737,4,1,1422,1060112
11,4,1,51,737,6,1,1422,1060112
12,4,1,51,737,3,1,1422,1060112
13,4,1,51,737,2,1,1422,1060112
14,4,1,51,737,2,1,1422,1060112
17,4,1,51,737,1,1,1422,1060112
18,4,1,51,737,5,1,1422,1060112
19,4,1,51,737,4,1,1422,1060112
20,4,1,51,737,4,1,1422,1060112
1,4,1,50,738,5,1,1030,1060387
2,4,1,50,738,4,1,1030,1060387
3,4,1,50,738,4,1,1030,1060387
5,4,1,50,738,5,1,1030,1060387
6,4,1,50,738,3,1,1030,1060387
7,4,1,50,738,2,1,1030,1060387
8,4,1,50,738,3,1,1030,1060387
9,4,1,50,738,4,1,1030,1060387
10,4,1,50,738,4,1,1030,1060387
11,4,1,50,738,4,1,1030,1060387
13,4,1,50,738,6,1,1030,1060387
14,4,1,50,738,4,1,1030,1060387
15,4,1,50,738,6,1,1030,1060387
17,4,1,50,738,2,1,1030,1060387
18,4,1,50,738,1,1,1030,1060387
19,4,1,50,738,5,1,1030,1060387
20,4,1,50,738,4,1,1030,1060387
1,4,1,50,739,4,1,1154,1060479
2,4,1,50,739,10,1,1154,1060479
3,4,1,50,739,6,1,1154,1060479
4,4,1,50,739,4,1,1154,1060479
5,4,1,50,739,5,1,1154,1060479
6,4,1,50,739,3,1,1154,1060479
7,4,1,50,739,1,1,1154,1060479
8,4,1,50,739,4,1,1154,1060479
9,4,1,50,739,3,1,1154,1060479
11,4,1,50,739,3,1,1154,1060479
13,4,1,50,739,4,1,1154,1060479
14,4,1,50,739,3,1,1154,1060479
15,4,1,50,739,4,1,1154,1060479
16,4,1,50,739,6,1,1154,1060479
17,4,1,50,739,2,1,1154,1060479
18,4,1,50,739,15,2,1154,1060479
20,4,1,50,739,2,1,1154,1060479
1,4,1,51,740,3,1,1279,1060511
2,4,1,51,740,4,1,1279,1060511
4,4,1,51,740,5,1,1279,1060511
5,4,1,51,740,5,1,1279,1060511
6,4,1,51,740,2,1,1279,1060511
7,4,1,51,740,4,1,1279,1060511
8,4,1,51,740,1,1,1279,1060511
9,4,1,51,740,5,1,1279,1060511
10,4,1,51,740,7,1,1279,1060511
11,4,1,51,740,2,1,1279,1060511
12,4,1,51,740,5,1,1279,1060511
13,4,1,51,740,4,1,1279,1060511
