UPM,VIV_SEL,P1_1,P1_2,P1_3,TLOC,EST_DIS,UPM_DIS,FACTOR
0100077,01,03,1,,1,002,00001,05712
0100077,03,03,1,,1,002,00001,05712
0100077,04,06,1,,1,002,00001,05712
0100077,05,04,1,,1,002,00001,05712
0100097,01,01,1,,1,002,00002,05545
0100097,03,03,1,,1,002,00002,05545
0100097,04,02,1,,1,002,00002,05545
0100097,05,02,1,,1,002,00002,05545
0100179,01,03,1,,1,003,00003,05607
0100179,02,03,1,,1,003,00003,05607
0100179,03,06,1,,1,003,00003,05607
0100179,04,03,1,,1,003,00003,05607
0100179,05,06,1,,1,003,00003,05607
0100324,03,05,1,,1,003,00004,05744
0100461,01,02,1,,1,003,00005,05613
0100461,02,04,1,,1,003,00005,05613
0100461,04,05,1,,1,003,00005,05613
0100461,05,05,1,,1,003,00005,05613
0100462,01,03,1,,1,003,00006,05731
0100462,02,05,1,,1,003,00006,05731
0100462,03,03,1,,1,003,00006,05731
0100462,04,03,1,,1,003,00006,05731
0100679,01,04,1,,1,004,00007,06365
0100679,02,03,1,,1,004,00007,06365
0100679,04,04,1,,1,004,00007,06365
0100679,05,09,1,,1,004,00007,06365
0100727,01,02,1,,1,002,00008,06268
0100727,02,06,1,,1,002,00008,06268
0100727,03,03,1,,1,002,00008,06268
0100727,04,03,1,,1,002,00008,06268
0100779,01,03,1,,1,003,00009,05984
0100779,02,01,1,,1,003,00009,05984
0100779,03,05,1,,1,003,00009,05984
0100779,04,05,1,,1,003,00009,05984
0100779,05,02,1,,1,003,00009,05984
0100815,01,06,1,,1,003,00010,05342
0100815,02,06,1,,1,003,00010,05342
0100815,03,04,1,,1,003,00010,05342
0100815,05,03,1,,1,003,00010,05342
0100850,02,05,1,,1,003,00011,05945
0100850,04,04,1,,1,003,00011,05945
0100850,05,05,1,,1,003,00011,05945
0100893,02,04,1,,1,004,00012,06815
0100893,03,04,1,,1,004,00012,06815
0100893,04,02,1,,1,004,00012,06815
0100893,05,02,1,,1,004,00012,06815
0100925,01,05,1,,1,003,00013,05452
0100925,02,02,1,,1,003,00013,05452
0100925,03,04,1,,1,003,00013,05452
0100942,01,04,1,,1,003,00014,05274
0100942,03,05,1,,1,003,00014,05274
0100942,04,04,1,,1,003,00014,05274
0100942,05,05,1,,1,003,00014,05274
0101071,01,02,1,,1,003,00015,04794
0101071,02,05,1,,1,003,00015,04794
0101071,03,12,1,,1,003,00015,04794
0101071,05,02,1,,1,003,00015,04794
0101187,01,02,1,,1,003,00016,06096
0101187,02,03,1,,1,003,00016,06096
0101187,03,06,1,,1,003,00016,06096
0101187,04,02,1,,1,003,00016,06096
0101187,05,04,1,,1,003,00016,06096
0101302,01,03,1,,1,004,00017,05684
0101302,02,03,1,,1,004,00017,05684
0101302,03,04,1,,1,004,00017,05684
0101302,04,01,1,,1,004,00017,05684
0101302,05,05,1,,1,004,00017,05684
0101499,02,08,1,,1,002,00018,05213
0101499,03,03,1,,1,002,00018,05213
0101499,04,04,1,,1,002,00018,05213
0101499,05,04,1,,1,002,00018,05213
0101598,01,07,1,,1,002,00019,06541
0101598,02,06,1,,1,002,00019,06541
0101598,03,06,1,,1,002,00019,06541
0101598,05,06,1,,1,002,00019,06541
0101627,01,05,1,,1,003,00020,04767
0101627,02,04,1,,1,003,00020,04767
0101627,03,04,1,,1,003,00020,04767
0101627,04,03,1,,1,003,00020,04767
0101727,01,04,1,,1,004,00021,06940
0101727,02,05,1,,1,004,00021,06940
0101727,03,02,1,,1,004,00021,06940
0101727,04,05,1,,1,004,00021,06940
0101727,05,02,1,,1,004,00021,06940
0101842,01,06,1,,1,002,00022,06032
0101842,02,02,1,,1,002,00022,06032
0101842,03,04,1,,1,002,00022,06032
0101842,04,04,1,,1,002,00022,06032
0101842,05,07,1,,1,002,00022,06032
0101901,02,06,1,,1,004,00023,06259
0101901,04,05,1,,1,004,00023,06259
0101901,05,04,1,,1,004,00023,06259
0101908,01,04,1,,1,002,00024,11183
0101908,02,10,2,02,1,002,00024,11183
0101908,03,02,1,,1,002,00024,11183
0101908,05,04,1,,1,002,00024,11183
0102125,01,04,1,,2,005,00025,05123
0102125,02,07,1,,2,005,00025,05123
0102125,03,02,1,,2,005,00025,05123
0102125,05,04,1,,2,005,00025,05123
0102125,06,03,1,,2,005,00025,05123
0102125,07,05,1,,2,005,00025,05123
0102125,08,03,2,02,2,005,00025,05123
0102125,09,05,1,,2,005,00025,05123
0102125,10,04,1,,2,005,00025,05123
0102125,11,05,1,,2,005,00025,05123
0102125,12,08,1,,2,005,00025,05123
0102125,13,05,1,,2,005,00025,05123
0102125,15,03,1,,2,005,00025,05123
0102125,16,04,1,,2,005,00025,05123
0102125,17,10,1,,2,005,00025,05123
0102125,18,06,1,,2,005,00025,05123
0102125,20,03,1,,2,005,00025,05123
0102355,01,03,1,,3,009,00026,04221
0102355,02,06,1,,3,009,00026,04221
0102355,03,04,1,,3,009,00026,04221
0102355,04,05,1,,3,009,00026,04221
0102355,05,04,1,,3,009,00026,04221
0102355,07,06,1,,3,009,00026,04221
0102355,08,06,1,,3,009,00026,04221
0102355,09,05,1,,3,009,00026,04221
0102355,10,05,1,,3,009,00026,04221
0102355,11,03,1,,3,009,00026,04221
0102355,12,05,1,,3,009,00026,04221
0102355,13,01,1,,3,009,00026,04221
0102355,14,03,1,,3,009,00026,04221
0102355,15,04,1,,3,009,00026,04221
0102355,16,06,1,,3,009,00026,04221
0102355,17,07,1,,3,009,00026,04221
0102355,18,03,1,,3,009,00026,04221
0102355,19,03,1,,3,009,00026,04221
0102355,20,04,1,,3,009,00026,04221
0160050,01,04,1,,4,012,00027,04195
0160050,02,05,1,,4,012,00027,04195
0160050,03,03,1,,4,012,00027,04195
0160050,04,02,1,,4,012,00027,04195
0160050,05,01,1,,4,012,00027,04195
0160050,06,04,1,,4,012,00027,04195
0160050,07,04,1,,4,012,00027,04195
0160050,08,03,1,,4,012,00027,04195
0160050,09,05,1,,4,012,00027,04195
0160050,10,03,1,,4,012,00027,04195
0160050,11,04,1,,4,012,00027,04195
0160050,12,03,1,,4,012,00027,04195
0160050,13,09,1,,4,012,00027,04195
0160050,14,09,1,,4,012,00027,04195
0160050,15,04,1,,4,012,00027,04195
0160050,16,04,1,,4,012,00027,04195
0160050,17,05,1,,4,012,00027,04195
0160050,18,06,1,,4,012,00027,04195
0160050,19,05,1,,4,012,00027,04195
0160050,20,04,1,,4,012,00027,04195
0160084,01,05,1,,4,012,00028,04994
0160084,02,04,1,,4,012,00028,04994
0160084,04,05,1,,4,012,00028,04994
0160084,05,05,1,,4,012,00028,04994
0160084,07,04,1,,4,012,00028,04994
0160084,08,05,1,,4,012,00028,04994
0160084,09,02,1,,4,012,00028,04994
0160084,10,03,1,,4,012,00028,04994
0160084,11,10,1,,4,012,00028,04994
0160084,12,04,1,,4,012,00028,04994
0160084,13,05,1,,4,012,00028,04994
0160084,14,02,1,,4,012,00028,04994
0160084,15,05,1,,4,012,00028,04994
0160084,16,02,1,,4,012,00028,04994
0160084,17,04,1,,4,012,00028,04994
0160084,20,04,1,,4,012,00028,04994
0200070,01,04,1,,1,003,00029,05803
0200070,02,03,1,,1,003,00029,05803
0200070,03,02,1,,1,003,00029,05803
0200070,04,02,1,,1,003,00029,05803
0200070,05,02,1,,1,003,00029,05803
0200637,02,07,1,,1,003,00030,06762
0200637,03,04,1,,1,003,00030,06762
0200637,04,06,1,,1,003,00030,06762
0200706,01,05,1,,1,003,00031,05772
0200706,02,05,1,,1,003,00031,05772
0200706,03,05,1,,1,003,00031,05772
0200706,04,05,1,,1,003,00031,05772
0200706,05,02,1,,1,003,00031,05772
0201002,01,03,1,,1,003,00032,05288
0201002,02,03,1,,1,003,00032,05288
0201002,03,04,1,,1,003,00032,05288
0201002,04,02,1,,1,003,00032,05288
0201002,05,05,1,,1,003,00032,05288
0201008,01,01,1,,1,003,00033,04766
0201008,02,02,1,,1,003,00033,04766
0201008,03,03,1,,1,003,00033,04766
0201008,04,03,1,,1,003,00033,04766
0201008,05,08,1,,1,003,00033,04766
0201077,01,01,1,,1,003,00034,04877
0201077,02,05,1,,1,003,00034,04877
0201077,03,05,1,,1,003,00034,04877
0201077,04,04,1,,1,003,00034,04877
0201077,05,01,1,,1,003,00034,04877
0202089,01,03,1,,1,002,00035,06507
0202089,03,02,1,,1,002,00035,06507
0202089,04,03,1,,1,002,00035,06507
0202089,05,04,1,,1,002,00035,06507
0202460,01,04,1,,1,004,00036,06885
0202460,02,05,1,,1,004,00036,06885
0202460,03,04,1,,1,004,00036,06885
0202460,04,04,1,,1,004,00036,06885
0202460,05,03,1,,1,004,00036,06885
0202909,02,04,1,,1,002,00037,04001
0202909,03,06,1,,1,002,00037,04001
0202909,04,04,1,,1,002,00037,04001
0203131,01,03,1,,1,004,00038,06557
0203131,02,01,1,,1,004,00038,06557
0203131,03,03,1,,1,004,00038,06557
0203131,04,02,1,,1,004,00038,06557
0203131,05,02,1,,1,004,00038,06557
0203154,03,03,1,,1,002,00039,05188
0203154,05,03,1,,1,002,00039,05188
0203193,02,06,1,,1,002,00040,06164
0203193,03,03,1,,1,002,00040,06164
0203193,05,03,1,,1,002,00040,06164
0203283,01,03,1,,1,004,00041,05814
0203283,02,02,1,,1,004,00041,05814
0203283,03,04,1,,1,004,00041,05814
0203283,04,04,1,,1,004,00041,05814
0203283,05,08,1,,1,004,00041,05814
0203297,01,02,1,,1,003,00042,05111
0203297,04,07,1,,1,003,00042,05111
0203312,03,04,1,,1,002,00043,04883
0203312,04,04,1,,1,002,00043,04883
0203312,05,04,1,,1,002,00043,04883
0203510,01,04,1,,1,004,00044,06720
0203510,04,04,1,,1,004,00044,06720
0203510,05,06,1,,1,004,00044,06720
0203547,02,05,1,,1,003,00045,06018
0203547,03,04,1,,1,003,00045,06018
0203914,04,01,1,,1,002,00046,05943
0203914,05,05,1,,1,002,00046,05943
0204049,01,03,1,,1,003,00047,05636
0204049,02,05,1,,1,003,00047,05636
0204049,03,04,1,,1,003,00047,05636
0204049,04,03,1,,1,003,00047,05636
0204699,01,01,1,,1,004,00048,06105
0204699,03,06,1,,1,004,00048,06105
0204699,04,03,1,,1,004,00048,06105
0204699,05,04,1,,1,004,00048,06105
0204728,01,01,1,,1,003,00049,04973
0204728,02,02,1,,1,003,00049,04973
0204728,04,01,1,,1,003,00049,04973
0204728,05,05,1,,1,003,00049,04973
0205355,01,03,1,,1,003,00050,06096
0205355,02,06,1,,1,003,00050,06096
0205355,03,08,1,,1,003,00050,06096
0205355,04,02,1,,1,003,00050,06096
0205355,05,04,1,,1,003,00050,06096
0205402,01,03,1,,1,003,00051,06420
0205402,02,05,1,,1,003,00051,06420
0205402,04,01,1,,1,003,00051,06420
0205402,05,03,1,,1,003,00051,06420
0205480,01,06,1,,1,002,00052,06100
0205480,02,04,1,,1,002,00052,06100
0205480,03,03,1,,1,002,00052,06100
0205480,04,05,1,,1,002,00052,06100
0205480,05,01,1,,1,002,00052,06100
0205584,01,04,1,,1,002,00053,05767
0205584,02,04,1,,1,002,00053,05767
0205584,04,04,1,,1,002,00053,05767
0205584,05,04,1,,1,002,00053,05767
0205779,01,07,1,,1,003,00054,04877
0205779,02,03,1,,1,003,00054,04877
0205779,03,04,1,,1,003,00054,04877
0205779,04,04,1,,1,003,00054,04877
0205779,05,04,1,,1,003,00054,04877
0205992,01,07,1,,1,002,00055,06232
0205992,02,08,1,,1,002,00055,06232
0205992,03,03,1,,1,002,00055,06232
0205992,04,04,1,,1,002,00055,06232
0205992,05,01,1,,1,002,00055,06232
0206343,01,05,1,,1,003,00056,06396
0206343,02,04,1,,1,003,00056,06396
0206343,03,05,1,,1,003,00056,06396
0206343,04,07,1,,1,003,00056,06396
0206343,05,02,1,,1,003,00056,06396
0206620,02,01,1,,1,002,00057,06621
0206620,03,01,1,,1,002,00057,06621
0206620,04,04,1,,1,002,00057,06621
0206620,05,05,1,,1,002,00057,06621
0206862,01,03,1,,1,004,00058,04533
0206862,02,03,1,,1,004,00058,04533
0206862,03,02,1,,1,004,00058,04533
0206862,04,02,1,,1,004,00058,04533
0206862,05,03,1,,1,004,00058,04533
0207549,01,06,1,,2,005,00059,04512
0207549,03,01,1,,2,005,00059,04512
0207549,04,07,2,02,2,005,00059,04512
0207549,05,01,1,,2,005,00059,04512
0207549,06,05,1,,2,005,00059,04512
0207549,07,01,1,,2,005,00059,04512
0207549,09,04,1,,2,005,00059,04512
0207549,10,01,1,,2,005,00059,04512
0207549,11,05,1,,2,005,00059,04512
0207549,12,05,1,,2,005,00059,04512
0207549,13,01,1,,2,005,00059,04512
0207549,14,05,2,02,2,005,00059,04512
0207549,15,04,1,,2,005,00059,04512
0207549,16,02,1,,2,005,00059,04512
0207549,17,03,2,02,2,005,00059,04512
0207549,18,05,1,,2,005,00059,04512
0207549,19,03,1,,2,005,00059,04512
0207549,20,03,1,,2,005,00059,04512
0207920,01,05,1,,3,009,00060,04179
0207920,03,04,1,,3,009,00060,04179
0207920,04,02,1,,3,009,00060,04179
0207920,05,03,1,,3,009,00060,04179
0207920,06,05,1,,3,009,00060,04179
0207920,07,02,1,,3,009,00060,04179
0207920,08,05,1,,3,009,00060,04179
0207920,10,02,1,,3,009,00060,04179
0207920,11,07,1,,3,009,00060,04179
0207920,12,02,1,,3,009,00060,04179
0207920,13,01,1,,3,009,00060,04179
0207920,14,06,2,02,3,009,00060,04179
0207920,15,01,1,,3,009,00060,04179
0207920,16,06,1,,3,009,00060,04179
0207920,17,01,1,,3,009,00060,04179
0207920,18,03,1,,3,009,00060,04179
0207920,19,03,1,,3,009,00060,04179
0207920,20,06,1,,3,009,00060,04179
0208213,01,04,1,,1,002,00061,05235
0208213,02,01,1,,1,002,00061,05235
0208213,03,03,1,,1,002,00061,05235
0208213,04,01,1,,1,002,00061,05235
0208213,05,04,1,,1,002,00061,05235
0260003,01,04,1,,4,011,00062,04545
0260003,02,01,1,,4,011,00062,04545
0260003,03,05,1,,4,011,00062,04545
0260003,04,03,1,,4,011,00062,04545
0260003,05,05,1,,4,011,00062,04545
0260003,06,02,1,,4,011,00062,04545
0260003,07,04,1,,4,011,00062,04545
0260003,08,05,1,,4,011,00062,04545
0260003,09,04,1,,4,011,00062,04545
0260003,10,03,1,,4,011,00062,04545
0260003,11,04,1,,4,011,00062,04545
0260003,12,03,1,,4,011,00062,04545
0260003,13,06,1,,4,011,00062,04545
0260003,14,03,1,,4,011,00062,04545
0260003,15,03,1,,4,011,00062,04545
0260003,16,03,1,,4,011,00062,04545
0260003,17,06,1,,4,011,00062,04545
0260003,18,14,1,,4,011,00062,04545
0260003,19,04,1,,4,011,00062,04545
0260003,20,04,1,,4,011,00062,04545
0260230,02,05,1,,4,012,00063,04611
0260230,03,02,1,,4,012,00063,04611
0260230,04,03,1,,4,012,00063,04611
0260230,05,05,1,,4,012,00063,04611
0260230,06,04,1,,4,012,00063,04611
0260230,08,01,1,,4,012,00063,04611
0260230,09,05,1,,4,012,00063,04611
0260230,10,05,1,,4,012,00063,04611
0260230,11,04,1,,4,012,00063,04611
0260230,12,05,1,,4,012,00063,04611
0260230,14,04,1,,4,012,00063,04611
0260230,16,03,1,,4,012,00063,04611
0260230,18,07,1,,4,012,00063,04611
0260230,19,03,1,,4,012,00063,04611
0260230,20,03,1,,4,012,00063,04611
0300046,01,02,1,,1,003,00064,05518
0300046,02,03,1,,1,003,00064,05518
0300046,03,03,1,,1,003,00064,05518
0300046,04,03,1,,1,003,00064,05518
0300099,02,04,1,,1,003,00065,05622
0300099,03,08,2,02,1,003,00065,05622
0300099,04,06,1,,1,003,00065,05622
0300099,05,06,1,,1,003,00065,05622
0300143,01,04,1,,1,004,00066,06212
0300143,03,11,1,,1,004,00066,06212
0300143,04,01,1,,1,004,00066,06212
0300191,01,02,1,,1,004,00067,06413
0300191,02,04,1,,1,004,00067,06413
0300191,03,04,1,,1,004,00067,06413
0300191,05,05,1,,1,004,00067,06413
0300252,01,03,1,,1,003,00068,05785
0300252,02,01,1,,1,003,00068,05785
0300252,03,04,1,,1,003,00068,05785
0300252,04,02,1,,1,003,00068,05785
0300252,05,03,1,,1,003,00068,05785
0300357,01,06,1,,1,003,00069,05957
0300357,02,06,2,02,1,003,00069,05957
0300357,03,02,1,,1,003,00069,05957
0300357,05,06,1,,1,003,00069,05957
0300372,02,02,1,,1,003,00070,05686
0300372,03,05,1,,1,003,00070,05686
0300372,04,04,1,,1,003,00070,05686
0300372,05,02,1,,1,003,00070,05686
0300375,01,02,1,,1,002,00071,06689
0300375,02,04,1,,1,002,00071,06689
0300375,04,05,1,,1,002,00071,06689
0300375,05,03,1,,1,002,00071,06689
0300424,02,05,1,,1,003,00072,06414
0300424,03,07,1,,1,003,00072,06414
0300424,04,06,1,,1,003,00072,06414
0300549,01,03,1,,1,004,00073,06173
0300549,02,02,1,,1,004,00073,06173
0300549,03,05,1,,1,004,00073,06173
0300549,04,06,1,,1,004,00073,06173
0300551,01,05,1,,1,002,00074,05687
0300551,02,04,1,,1,002,00074,05687
0300551,03,02,1,,1,002,00074,05687
0300551,04,04,1,,1,002,00074,05687
0300551,05,07,1,,1,002,00074,05687
0300604,02,05,1,,1,004,00075,06825
0300604,03,04,1,,1,004,00075,06825
0300604,04,04,1,,1,004,00075,06825
0300604,05,06,1,,1,004,00075,06825
0300734,01,05,1,,2,006,00076,08942
0300734,03,03,1,,2,006,00076,08942
0300734,05,03,1,,2,006,00076,08942
0300734,06,02,1,,2,006,00076,08942
0300734,07,03,1,,2,006,00076,08942
0300734,08,02,1,,2,006,00076,08942
0300734,09,03,1,,2,006,00076,08942
0300734,10,03,1,,2,006,00076,08942
0300734,11,04,1,,2,006,00076,08942
0300734,12,04,1,,2,006,00076,08942
0300734,13,03,1,,2,006,00076,08942
0300734,14,02,1,,2,006,00076,08942
0300734,15,03,1,,2,006,00076,08942
0300734,16,05,1,,2,006,00076,08942
0300734,17,05,1,,2,006,00076,08942
0300734,18,03,1,,2,006,00076,08942
0300734,20,05,1,,2,006,00076,08942
0300976,02,03,1,,2,005,00077,05567
0300976,03,01,1,,2,005,00077,05567
0300976,06,04,1,,2,005,00077,05567
0300976,08,03,1,,2,005,00077,05567
0300976,10,01,1,,2,005,00077,05567
0300976,12,01,1,,2,005,00077,05567
0300976,13,02,1,,2,005,00077,05567
0300976,16,02,1,,2,005,00077,05567
0300976,17,04,1,,2,005,00077,05567
0300976,18,01,1,,2,005,00077,05567
0300976,19,01,1,,2,005,00077,05567
0300976,20,02,1,,2,005,00077,05567
0300987,01,02,1,,2,007,00078,01977
0300987,02,06,1,,2,007,00078,01977
0300987,03,05,1,,2,007,00078,01977
0300987,04,03,1,,2,007,00078,01977
0300987,05,05,1,,2,007,00078,01977
0300987,07,05,1,,2,007,00078,01977
0300987,08,03,1,,2,007,00078,01977
0300987,09,03,1,,2,007,00078,01977
0300987,10,04,1,,2,007,00078,01977
0300987,12,02,1,,2,007,00078,01977
0300987,13,01,1,,2,007,00078,01977
0300987,14,01,1,,2,007,00078,01977
0300987,15,05,1,,2,007,00078,01977
0300987,16,03,1,,2,007,00078,01977
0300987,17,04,1,,2,007,00078,01977
0300987,18,09,1,,2,007,00078,01977
0300987,19,05,1,,2,007,00078,01977
0300987,20,06,1,,2,007,00078,01977
0301079,01,07,1,,2,005,00079,04453
0301079,02,03,1,,2,005,00079,04453
0301079,03,01,1,,2,005,00079,04453
0301079,04,03,1,,2,005,00079,04453
0301079,05,04,1,,2,005,00079,04453
0301079,07,06,1,,2,005,00079,04453
0301079,09,10,2,02,2,005,00079,04453
0301079,10,01,1,,2,005,00079,04453
0301079,11,02,1,,2,005,00079,04453
0301079,12,01,1,,2,005,00079,04453
0301079,13,03,1,,2,005,00079,04453
0301079,14,05,1,,2,005,00079,04453
0301079,15,03,1,,2,005,00079,04453
0301079,17,04,1,,2,005,00079,04453
0301079,18,04,1,,2,005,00079,04453
0301079,19,01,1,,2,005,00079,04453
0301079,20,01,1,,2,005,00079,04453
0301141,01,03,1,,3,010,00080,04905
0301141,02,03,1,,3,010,00080,04905
0301141,03,04,1,,3,010,00080,04905
0301141,06,04,1,,3,010,00080,04905
0301141,07,04,1,,3,010,00080,04905
0301141,08,02,1,,3,010,00080,04905
0301141,09,04,1,,3,010,00080,04905
0301141,10,03,1,,3,010,00080,04905
0301141,11,02,1,,3,010,00080,04905
0301141,12,02,1,,3,010,00080,04905
0301141,13,03,1,,3,010,00080,04905
0301141,14,02,1,,3,010,00080,04905
0301141,15,01,1,,3,010,00080,04905
0301141,16,04,1,,3,010,00080,04905
0301141,17,07,1,,3,010,00080,04905
0301141,18,05,1,,3,010,00080,04905
0301141,19,01,1,,3,010,00080,04905
0301141,20,04,1,,3,010,00080,04905
0301164,01,01,1,,3,009,00081,05997
0301164,03,03,1,,3,009,00081,05997
0301164,04,03,1,,3,009,00081,05997
0301164,05,03,1,,3,009,00081,05997
0301164,06,02,1,,3,009,00081,05997
0301164,07,05,1,,3,009,00081,05997
0301164,08,02,1,,3,009,00081,05997
0301164,09,02,2,02,3,009,00081,05997
0301164,11,02,1,,3,009,00081,05997
0301164,12,02,1,,3,009,00081,05997
0301164,13,05,1,,3,009,00081,05997
0301164,14,02,2,02,3,009,00081,05997
0301164,15,04,1,,3,009,00081,05997
0301164,16,04,1,,3,009,00081,05997
0301164,17,01,1,,3,009,00081,05997
0301164,18,01,1,,3,009,00081,05997
0301164,20,02,1,,3,009,00081,05997
0360043,03,04,1,,4,012,00082,03491
0360043,04,01,1,,4,012,00082,03491
0360043,09,03,1,,4,012,00082,03491
0360043,14,01,1,,4,012,00082,03491
0360043,15,02,1,,4,012,00082,03491
0360043,16,02,1,,4,012,00082,03491
0360043,17,02,1,,4,012,00082,03491
0400026,01,03,1,,1,002,00083,05503
0400026,03,05,1,,1,002,00083,05503
0400026,04,01,1,,1,002,00083,05503
0400026,05,04,1,,1,002,00083,05503
0400168,01,03,1,,1,003,00084,05614
0400168,02,02,1,,1,003,00084,05614
0400168,03,03,1,,1,003,00084,05614
0400168,04,02,1,,1,003,00084,05614
0400168,05,05,1,,1,003,00084,05614
0400172,01,03,1,,1,002,00085,05245
0400172,02,04,1,,1,002,00085,05245
0400172,03,05,1,,1,002,00085,05245
0400172,05,03,1,,1,002,00085,05245
0400209,03,04,1,,1,002,00086,05451
0400209,04,03,1,,1,002,00086,05451
0400209,05,06,1,,1,002,00086,05451
0400212,03,05,1,,1,002,00087,05853
0400212,04,03,1,,1,002,00087,05853
0400212,05,02,1,,1,002,00087,05853
0400218,01,03,1,,1,003,00088,05743
0400218,03,04,1,,1,003,00088,05743
0400218,04,03,1,,1,003,00088,05743
0400218,05,03,1,,1,003,00088,05743
0400239,01,01,1,,1,003,00089,05628
0400239,02,06,1,,1,003,00089,05628
0400239,03,02,1,,1,003,00089,05628
0400239,04,03,1,,1,003,00089,05628
0400239,05,02,1,,1,003,00089,05628
0400288,02,02,1,,1,003,00090,05304
0400288,03,03,1,,1,003,00090,05304
0400288,04,04,1,,1,003,00090,05304
0400288,05,02,1,,1,003,00090,05304
0400327,01,02,1,,1,002,00091,06566
0400327,02,04,1,,1,002,00091,06566
0400327,03,03,1,,1,002,00091,06566
0400327,04,07,1,,1,002,00091,06566
0400418,01,02,1,,1,002,00092,05858
0400418,02,01,1,,1,002,00092,05858
0400418,03,05,1,,1,002,00092,05858
0400418,04,05,1,,1,002,00092,05858
0400418,05,09,1,,1,002,00092,05858
0400433,01,04,1,,1,003,00093,05557
0400433,02,03,1,,1,003,00093,05557
0400433,03,02,1,,1,003,00093,05557
0400433,05,05,1,,1,003,00093,05557
0400498,01,05,1,,1,004,00094,05766
0400498,03,04,1,,1,004,00094,05766
0400498,04,04,1,,1,004,00094,05766
0400498,05,02,1,,1,004,00094,05766
0400513,01,02,1,,1,004,00095,06041
0400513,04,03,1,,1,004,00095,06041
0400513,05,04,1,,1,004,00095,06041
0400550,01,07,1,,1,002,00096,07345
0400550,02,03,1,,1,002,00096,07345
0400550,03,04,1,,1,002,00096,07345
0400550,04,06,2,02,1,002,00096,07345
0400550,05,03,1,,1,002,00096,07345
0400552,01,01,1,,1,002,00097,07251
0400552,02,05,1,,1,002,00097,07251
0400552,04,04,1,,1,002,00097,07251
0400552,05,04,1,,1,002,00097,07251
0400562,01,01,1,,1,002,00098,05101
0400562,02,03,1,,1,002,00098,05101
0400562,04,05,1,,1,002,00098,05101
0400562,05,02,1,,1,002,00098,05101
0400587,01,02,1,,1,002,00099,05486
0400587,02,03,1,,1,002,00099,05486
0400587,03,03,1,,1,002,00099,05486
0400587,04,01,1,,1,002,00099,05486
0400587,05,03,1,,1,002,00099,05486
0400627,02,03,1,,1,002,00100,11581
0400627,03,03,1,,1,002,00100,11581
0400627,04,03,1,,1,002,00100,11581
0400627,05,02,1,,1,002,00100,11581
0400638,01,04,1,,1,002,00101,11559
0400638,02,02,1,,1,002,00101,11559
0400638,03,05,1,,1,002,00101,11559
0400638,04,04,1,,1,002,00101,11559
0400638,05,04,1,,1,002,00101,11559
0400647,01,05,1,,1,004,00102,04856
0400647,02,05,1,,1,004,00102,04856
0400647,03,04,1,,1,004,00102,04856
0400647,05,02,1,,1,004,00102,04856
0400651,01,09,1,,1,002,00103,05021
0400651,03,02,1,,1,002,00103,05021
0400767,01,05,1,,1,001,00104,07983
0400767,02,04,1,,1,001,00104,07983
0400767,03,15,1,,1,001,00104,07983
0400767,04,01,1,,1,001,00104,07983
0400779,01,06,1,,1,002,00105,05989
0400779,02,04,1,,1,002,00105,05989
0400779,03,02,1,,1,002,00105,05989
0401031,01,02,1,,1,002,00106,10305
0401031,02,02,1,,1,002,00106,10305
0401031,03,05,1,,1,002,00106,10305
0401031,04,03,1,,1,002,00106,10305
0401031,05,02,1,,1,002,00106,10305
0401127,01,03,1,,2,005,00107,03753
0401127,04,04,1,,2,005,00107,03753
0401127,05,04,1,,2,005,00107,03753
0401127,06,04,1,,2,005,00107,03753
0401127,07,01,1,,2,005,00107,03753
0401127,08,05,1,,2,005,00107,03753
0401127,09,05,1,,2,005,00107,03753
0401127,10,05,1,,2,005,00107,03753
0401127,11,03,1,,2,005,00107,03753
0401127,12,03,1,,2,005,00107,03753
0401127,13,05,1,,2,005,00107,03753
0401127,14,02,1,,2,005,00107,03753
0401127,15,02,1,,2,005,00107,03753
0401127,16,04,1,,2,005,00107,03753
0401127,18,03,1,,2,005,00107,03753
0401127,19,02,1,,2,005,00107,03753
0401127,20,05,1,,2,005,00107,03753
0401385,01,03,1,,3,009,00108,04519
0401385,02,05,1,,3,009,00108,04519
0401385,03,05,1,,3,009,00108,04519
0401385,04,03,1,,3,009,00108,04519
0401385,05,04,1,,3,009,00108,04519
0401385,06,04,1,,3,009,00108,04519
0401385,07,04,1,,3,009,00108,04519
0401385,08,05,1,,3,009,00108,04519
0401385,09,04,1,,3,009,00108,04519
0401385,10,08,1,,3,009,00108,04519
0401385,11,05,1,,3,009,00108,04519
0401385,12,05,1,,3,009,00108,04519
0401385,13,05,1,,3,009,00108,04519
0401385,14,04,1,,3,009,00108,04519
0401385,15,01,1,,3,009,00108,04519
0401385,16,05,1,,3,009,00108,04519
0401385,18,04,1,,3,009,00108,04519
0401385,20,03,1,,3,009,00108,04519
0401487,01,04,1,,3,008,00109,04719
0401487,02,03,1,,3,008,00109,04719
0401487,03,04,1,,3,008,00109,04719
0401487,04,04,1,,3,008,00109,04719
0401487,05,04,1,,3,008,00109,04719
0401487,06,03,1,,3,008,00109,04719
0401487,08,08,1,,3,008,00109,04719
0401487,09,09,1,,3,008,00109,04719
0401487,11,04,1,,3,008,00109,04719
0401487,12,05,1,,3,008,00109,04719
0401487,15,05,1,,3,008,00109,04719
0401487,16,03,1,,3,008,00109,04719
