UPM,VIV_SEL,HOGAR,N_REN,SEXO,EDAD,TLOC,EST_DIS,UPM_DIS,FACTOR
0909050,01,02,01,1,27,1,002,00237,06627
0909050,01,02,02,2,28,1,002,00237,06627
0909050,01,02,03,1,06,1,002,00237,06627
0909050,05,01,01,2,72,1,002,00237,06627
0909050,05,01,02,2,37,1,002,00237,06627
0909050,05,01,03,2,13,1,002,00237,06627
0909050,05,01,04,2,10,1,002,00237,06627
0909050,05,01,05,1,08,1,002,00237,06627
0909143,01,01,01,1,46,1,002,00238,05849
0909143,01,01,02,2,45,1,002,00238,05849
0909143,01,01,03,1,24,1,002,00238,05849
0909143,01,01,04,1,18,1,002,00238,05849
0909143,01,01,05,2,22,1,002,00238,05849
0909143,01,01,06,1,10,1,002,00238,05849
0909143,01,01,07,1,01,1,002,00238,05849
0909143,02,01,01,1,68,1,002,00238,05849
0909143,03,01,01,2,78,1,002,00238,05849
0909143,03,01,02,1,47,1,002,00238,05849
0909143,04,01,01,1,41,1,002,00238,05849
0909143,04,01,02,2,41,1,002,00238,05849
0909143,04,01,03,2,11,1,002,00238,05849
0909143,04,01,04,2,08,1,002,00238,05849
0909143,05,01,01,1,60,1,002,00238,05849
0909143,05,01,02,2,60,1,002,00238,05849
0909143,05,01,03,2,24,1,002,00238,05849
0909143,05,01,04,1,28,1,002,00238,05849
0909313,01,01,01,2,61,1,002,00239,05946
0909313,02,01,01,1,42,1,002,00239,05946
0909313,02,01,02,2,40,1,002,00239,05946
0909313,02,01,03,2,21,1,002,00239,05946
0909313,02,01,04,1,14,1,002,00239,05946
0909313,02,01,05,1,12,1,002,00239,05946
0909313,03,01,01,1,38,1,002,00239,05946
0909313,04,01,01,2,38,1,002,00239,05946
0909313,04,01,02,1,24,1,002,00239,05946
0909313,04,01,03,2,17,1,002,00239,05946
0909313,04,01,04,2,15,1,002,00239,05946
0909313,04,01,05,1,13,1,002,00239,05946
0909313,04,01,06,1,11,1,002,00239,05946
0909313,05,01,01,1,32,1,002,00239,05946
0909313,05,01,02,2,27,1,002,00239,05946
0909313,05,01,03,1,11,1,002,00239,05946
0909313,05,01,04,2,07,1,002,00239,05946
0911046,01,01,01,1,51,1,003,00240,05542
0911046,01,01,02,2,48,1,003,00240,05542
0911046,01,01,03,2,14,1,003,00240,05542
0911046,01,01,04,1,18,1,003,00240,05542
0911046,02,01,01,1,35,1,003,00240,05542
0911046,02,01,02,2,28,1,003,00240,05542
0911046,03,01,01,1,44,1,003,00240,05542
0911046,03,01,02,2,44,1,003,00240,05542
0911046,03,01,03,1,17,1,003,00240,05542
0911046,04,01,01,1,48,1,003,00240,05542
0911046,04,01,02,2,35,1,003,00240,05542
0911046,04,01,03,1,10,1,003,00240,05542
0911046,05,01,01,2,60,1,003,00240,05542
0911046,05,01,02,1,35,1,003,00240,05542
0911046,05,01,03,1,28,1,003,00240,05542
0911046,05,01,04,2,25,1,003,00240,05542
0911403,01,01,01,1,49,1,002,00241,05862
0911403,01,01,02,2,40,1,002,00241,05862
0911403,01,01,03,1,15,1,002,00241,05862
0911403,01,01,04,2,13,1,002,00241,05862
0911403,02,01,01,1,50,1,002,00241,05862
0911403,02,01,02,2,48,1,002,00241,05862
0911403,02,01,03,1,28,1,002,00241,05862
0911403,02,01,04,2,25,1,002,00241,05862
0911403,02,01,05,1,11,1,002,00241,05862
0911403,03,01,01,2,66,1,002,00241,05862
0911403,04,01,01,1,45,1,002,00241,05862
0911403,04,01,02,2,45,1,002,00241,05862
0911403,04,01,03,2,14,1,002,00241,05862
0911403,05,01,01,1,30,1,002,00241,05862
0911403,05,01,02,2,32,1,002,00241,05862
0912816,01,01,01,1,47,1,004,00242,07156
0912816,01,01,02,2,46,1,004,00242,07156
0912816,02,01,01,1,45,1,004,00242,07156
0912816,02,01,02,2,45,1,004,00242,07156
0912816,02,01,03,2,10,1,004,00242,07156
0912816,03,01,01,1,42,1,004,00242,07156
0912816,03,01,02,2,42,1,004,00242,07156
0912816,03,01,03,2,17,1,004,00242,07156
0912816,03,01,04,2,09,1,004,00242,07156
0912816,04,01,01,1,52,1,004,00242,07156
0912816,04,01,02,2,49,1,004,00242,07156
0912816,05,01,01,1,49,1,004,00242,07156
0912816,05,01,02,2,46,1,004,00242,07156
0912816,05,01,03,2,16,1,004,00242,07156
0914023,01,01,01,1,49,1,003,00243,05826
0914023,01,01,02,2,44,1,003,00243,05826
0914023,01,01,03,2,17,1,003,00243,05826
0914023,01,01,04,2,15,1,003,00243,05826
0914023,02,01,01,1,30,1,003,00243,05826
0914023,02,01,02,2,25,1,003,00243,05826
0914023,03,01,01,2,46,1,003,00243,05826
0914023,03,01,02,1,18,1,003,00243,05826
0914023,03,01,03,1,16,1,003,00243,05826
0914023,04,01,01,1,77,1,003,00243,05826
0914023,04,01,02,2,74,1,003,00243,05826
0914023,04,01,03,1,44,1,003,00243,05826
0914023,05,01,01,2,53,1,003,00243,05826
0914023,05,01,02,2,32,1,003,00243,05826
0914160,01,01,01,1,78,1,004,00244,07434
0914160,01,01,02,2,45,1,004,00244,07434
0914160,01,01,03,2,20,1,004,00244,07434
0914160,02,01,01,1,36,1,004,00244,07434
0914160,02,01,02,2,37,1,004,00244,07434
0914160,02,01,03,1,14,1,004,00244,07434
0914160,02,01,04,1,12,1,004,00244,07434
0914160,03,01,01,2,51,1,004,00244,07434
0914160,03,01,02,2,25,1,004,00244,07434
0914160,03,01,03,2,23,1,004,00244,07434
0914160,04,01,01,2,55,1,004,00244,07434
0914160,05,01,01,2,49,1,004,00244,07434
0914160,05,01,02,2,22,1,004,00244,07434
0914316,01,01,01,1,57,1,002,00245,06390
0914316,01,01,02,1,33,1,002,00245,06390
0914316,01,01,03,1,29,1,002,00245,06390
0914316,01,01,04,1,23,1,002,00245,06390
0914316,01,01,05,2,30,1,002,00245,06390
0914316,02,01,01,1,53,1,002,00245,06390
0914316,02,01,02,2,49,1,002,00245,06390
0914316,02,01,03,2,15,1,002,00245,06390
0914316,03,01,01,1,49,1,002,00245,06390
0914316,03,01,02,2,48,1,002,00245,06390
0914316,03,01,03,1,19,1,002,00245,06390
0914316,03,01,04,2,18,1,002,00245,06390
0914316,03,01,05,1,14,1,002,00245,06390
0914316,03,01,06,1,04,1,002,00245,06390
0914316,04,01,01,1,51,1,002,00245,06390
0914316,04,01,02,2,50,1,002,00245,06390
0914316,04,01,03,1,30,1,002,00245,06390
0914316,04,01,04,2,23,1,002,00245,06390
0914316,04,01,05,1,03,1,002,00245,06390
0914316,05,01,01,2,49,1,002,00245,06390
0914316,05,01,02,1,18,1,002,00245,06390
0914518,01,01,01,1,36,1,003,00246,06046
0914518,01,01,02,2,35,1,003,00246,06046
0914518,01,01,03,1,07,1,003,00246,06046
0914518,02,01,01,1,43,1,003,00246,06046
0914518,02,01,02,2,42,1,003,00246,06046
0914518,02,01,03,1,11,1,003,00246,06046
0914518,03,01,01,1,30,1,003,00246,06046
0914518,03,01,02,2,31,1,003,00246,06046
0914518,04,01,01,1,32,1,003,00246,06046
0914518,04,01,02,2,33,1,003,00246,06046
0914518,05,01,01,1,51,1,003,00246,06046
0914518,05,01,02,2,49,1,003,00246,06046
0914557,01,01,01,1,55,1,003,00247,06937
0914557,01,01,02,2,56,1,003,00247,06937
0914557,02,01,01,1,48,1,003,00247,06937
0914557,02,01,02,2,47,1,003,00247,06937
0914557,02,01,03,2,18,1,003,00247,06937
0914557,02,01,04,2,17,1,003,00247,06937
0914557,03,01,01,2,54,1,003,00247,06937
0914557,03,01,02,2,23,1,003,00247,06937
0914557,03,01,03,1,18,1,003,00247,06937
0914557,03,01,04,2,16,1,003,00247,06937
0914557,04,01,01,1,40,1,003,00247,06937
0914557,04,01,02,2,39,1,003,00247,06937
0914557,04,01,03,1,10,1,003,00247,06937
0914557,05,01,01,2,35,1,003,00247,06937
0914838,01,01,01,2,38,1,003,00248,07893
0914838,02,01,01,1,54,1,003,00248,07893
0914838,02,01,02,2,52,1,003,00248,07893
0914838,02,01,03,1,30,1,003,00248,07893
0914838,03,01,01,1,48,1,003,00248,07893
0914838,03,01,02,2,46,1,003,00248,07893
0914838,03,01,03,2,14,1,003,00248,07893
0914838,03,01,04,1,12,1,003,00248,07893
0914838,04,01,01,1,35,1,003,00248,07893
0914838,04,01,02,2,27,1,003,00248,07893
0914838,05,01,01,1,52,1,003,00248,07893
0914838,05,01,02,1,50,1,003,00248,07893
0914838,05,01,03,2,55,1,003,00248,07893
0915230,01,01,01,1,48,1,002,00249,08660
0915230,01,01,02,2,46,1,002,00249,08660
0915230,02,01,01,2,30,1,002,00249,08660
0915230,02,01,02,1,13,1,002,00249,08660
0915230,02,01,03,2,10,1,002,00249,08660
0915230,02,01,04,2,03,1,002,00249,08660
0915230,03,01,01,1,35,1,002,00249,08660
0915230,03,01,02,2,26,1,002,00249,08660
0915230,03,01,03,1,05,1,002,00249,08660
0915230,04,01,01,1,45,1,002,00249,08660
0915230,04,01,02,2,40,1,002,00249,08660
0915230,04,01,03,1,17,1,002,00249,08660
0915230,04,01,04,1,16,1,002,00249,08660
0915230,05,01,01,1,48,1,002,00249,08660
0915230,05,01,02,2,42,1,002,00249,08660
0915230,05,01,03,2,17,1,002,00249,08660
0915230,05,01,04,1,15,1,002,00249,08660
0915748,01,01,01,1,42,1,002,00250,06476
0915748,01,01,02,2,31,1,002,00250,06476
0915748,01,01,03,1,08,1,002,00250,06476
0915748,01,01,04,1,06,1,002,00250,06476
0915748,01,01,05,1,06,1,002,00250,06476
0915748,03,01,01,1,54,1,002,00250,06476
0915748,03,01,02,2,56,1,002,00250,06476
0915748,03,01,03,2,30,1,002,00250,06476
0915748,03,01,04,2,28,1,002,00250,06476
0915748,03,01,05,2,26,1,002,00250,06476
0915748,03,01,06,2,20,1,002,00250,06476
0915748,03,01,07,1,16,1,002,00250,06476
0915748,03,01,08,1,12,1,002,00250,06476
0915748,04,01,01,2,28,1,002,00250,06476
0915748,04,01,02,2,06,1,002,00250,06476
0915748,04,01,03,2,04,1,002,00250,06476
0915748,05,01,01,1,41,1,002,00250,06476
0915748,05,01,02,2,33,1,002,00250,06476
0915748,05,01,03,2,62,1,002,00250,06476
0915859,01,01,01,1,30,1,003,00251,06824
0915859,01,01,02,2,31,1,003,00251,06824
0915859,01,01,03,1,10,1,003,00251,06824
0915859,01,01,04,1,11,1,003,00251,06824
0915859,02,01,01,2,68,1,003,00251,06824
0915859,02,01,02,1,67,1,003,00251,06824
0915859,02,01,03,1,42,1,003,00251,06824
0915859,02,01,04,1,38,1,003,00251,06824
0915859,02,01,05,2,25,1,003,00251,06824
0915859,02,01,06,2,23,1,003,00251,06824
0915859,03,01,01,1,40,1,003,00251,06824
0915859,03,01,02,2,32,1,003,00251,06824
0915859,03,01,03,2,08,1,003,00251,06824
0915859,04,01,01,1,65,1,003,00251,06824
0915859,04,01,02,2,62,1,003,00251,06824
0915859,04,01,03,1,30,1,003,00251,06824
0915859,04,01,04,1,26,1,003,00251,06824
0915859,04,01,05,1,20,1,003,00251,06824
0915859,05,01,01,1,48,1,003,00251,06824
0915859,05,01,02,2,47,1,003,00251,06824
0915859,05,01,03,1,18,1,003,00251,06824
0915859,05,01,04,2,16,1,003,00251,06824
0916237,01,01,01,1,46,1,004,00252,06280
0916237,01,01,02,2,47,1,004,00252,06280
0916237,01,01,03,2,17,1,004,00252,06280
0916237,02,01,01,2,56,1,004,00252,06280
0916237,03,01,01,1,35,1,004,00252,06280
0916237,03,01,02,2,33,1,004,00252,06280
0916237,03,01,03,1,07,1,004,00252,06280
0916237,03,01,04,2,04,1,004,00252,06280
0916237,04,01,01,1,36,1,004,00252,06280
0916237,04,01,02,2,28,1,004,00252,06280
0916237,05,01,01,1,65,1,004,00252,06280
0916237,05,01,02,2,59,1,004,00252,06280
0916237,05,01,03,2,28,1,004,00252,06280
0916272,01,01,01,1,48,1,003,00253,06918
0916272,01,01,02,1,17,1,003,00253,06918
0916272,03,01,01,1,28,1,003,00253,06918
0916272,03,01,02,2,28,1,003,00253,06918
0916272,04,01,01,1,30,1,003,00253,06918
0916272,05,01,01,2,37,1,003,00253,06918
0916440,01,01,01,1,39,1,004,00254,06793
0916440,01,01,02,2,40,1,004,00254,06793
0916440,01,01,03,2,59,1,004,00254,06793
0916440,01,01,04,2,01,1,004,00254,06793
0916440,02,01,01,2,35,1,004,00254,06793
0916440,02,01,02,2,36,1,004,00254,06793
0916440,02,01,03,2,32,1,004,00254,06793
0916440,03,01,01,1,43,1,004,00254,06793
0916440,05,01,01,1,53,1,004,00254,06793
0916440,05,01,02,2,47,1,004,00254,06793
0916440,05,01,03,1,26,1,004,00254,06793
0916440,05,01,04,1,21,1,004,00254,06793
0916440,05,01,05,1,12,1,004,00254,06793
0916551,01,01,01,2,61,1,003,00255,06274
0916551,02,01,01,1,55,1,003,00255,06274
0916551,02,01,02,1,56,1,003,00255,06274
0916551,03,01,01,2,55,1,003,00255,06274
0916551,03,01,02,2,85,1,003,00255,06274
0916551,03,01,03,2,20,1,003,00255,06274
0916551,04,01,01,1,60,1,003,00255,06274
0916551,04,01,02,2,60,1,003,00255,06274
0916551,05,01,01,1,45,1,003,00255,06274
0916551,05,01,02,1,51,1,003,00255,06274
0916551,05,01,03,2,17,1,003,00255,06274
0916551,05,01,04,1,15,1,003,00255,06274
0917253,01,01,01,1,70,1,004,00256,07467
0917253,01,01,02,2,60,1,004,00256,07467
0917253,01,01,03,1,30,1,004,00256,07467
0917253,02,01,01,1,46,1,004,00256,07467
0917253,02,01,02,2,39,1,004,00256,07467
0917253,02,01,03,2,10,1,004,00256,07467
0917253,02,01,04,2,06,1,004,00256,07467
0917253,03,01,01,1,56,1,004,00256,07467
0917253,03,01,02,2,54,1,004,00256,07467
0917253,04,01,01,1,47,1,004,00256,07467
0917253,04,01,02,2,47,1,004,00256,07467
0917253,04,01,03,1,08,1,004,00256,07467
0917253,04,01,04,1,15,1,004,00256,07467
0917253,04,01,05,1,00,1,004,00256,07467
0917253,05,01,01,2,45,1,004,00256,07467
0917253,05,01,02,1,50,1,004,00256,07467
0917266,01,01,01,2,41,1,004,00257,06070
0917266,01,01,02,1,41,1,004,00257,06070
0917266,01,01,03,2,16,1,004,00257,06070
0917266,02,01,01,1,42,1,004,00257,06070
0917266,02,01,02,2,42,1,004,00257,06070
0917266,02,01,03,1,09,1,004,00257,06070
0917266,02,01,04,1,06,1,004,00257,06070
0917266,03,01,01,1,38,1,004,00257,06070
0917266,03,01,02,1,99,1,004,00257,06070
0917266,03,01,03,2,99,1,004,00257,06070
0917347,01,01,01,1,37,1,003,00258,06156
0917347,01,01,02,2,39,1,003,00258,06156
0917347,01,01,03,2,12,1,003,00258,06156
0917347,01,01,04,1,07,1,003,00258,06156
0917347,02,01,01,1,34,1,003,00258,06156
0917347,02,02,01,1,36,1,003,00258,06156
0917347,03,01,01,1,50,1,003,00258,06156
0917347,03,01,02,2,43,1,003,00258,06156
0917347,03,01,03,2,19,1,003,00258,06156
0917347,04,01,01,1,39,1,003,00258,06156
0917347,04,01,02,2,64,1,003,00258,06156
0917347,05,01,01,2,63,1,003,00258,06156
0917564,01,01,01,1,50,1,003,00259,05245
0917564,01,01,02,2,47,1,003,00259,05245
0917564,01,01,03,2,12,1,003,00259,05245
0917564,01,01,04,2,20,1,003,00259,05245
0917564,01,01,05,2,01,1,003,00259,05245
0917564,02,01,01,2,46,1,003,00259,05245
0917564,04,01,01,1,33,1,003,00259,05245
0917564,04,01,02,2,27,1,003,00259,05245
0917564,04,01,03,1,09,1,003,00259,05245
0917564,04,01,04,1,06,1,003,00259,05245
0917564,04,01,05,2,03,1,003,00259,05245
0917564,05,01,01,2,44,1,003,00259,05245
0917564,05,01,02,1,47,1,003,00259,05245
0917564,05,01,03,2,22,1,003,00259,05245
0918181,01,01,01,1,53,1,002,00260,04929
0918181,01,01,02,2,53,1,002,00260,04929
0918181,01,01,03,2,30,1,002,00260,04929
0918181,01,01,04,1,51,1,002,00260,04929
0918181,01,01,05,1,30,1,002,00260,04929
0918181,01,01,06,1,16,1,002,00260,04929
0918181,02,01,01,1,23,1,002,00260,04929
0918181,02,01,02,1,22,1,002,00260,04929
0918181,02,01,03,1,23,1,002,00260,04929
0918181,03,01,01,1,64,1,002,00260,04929
0918181,03,01,02,2,73,1,002,00260,04929
0918181,03,01,03,2,87,1,002,00260,04929
0918181,04,01,01,2,58,1,002,00260,04929
0918181,04,01,02,2,51,1,002,00260,04929
0918396,01,01,01,1,48,1,003,00261,04105
0918396,01,01,02,2,46,1,003,00261,04105
0918396,04,01,01,1,33,1,003,00261,04105
0918797,01,01,01,2,56,1,003,00262,08898
0918797,03,01,01,1,70,1,003,00262,08898
0918797,03,01,02,2,52,1,003,00262,08898
0918797,03,01,03,1,22,1,003,00262,08898
0918797,03,01,04,1,18,1,003,00262,08898
0919478,01,01,01,1,62,1,003,00263,06716
0919478,01,01,02,2,58,1,003,00263,06716
0919478,01,01,03,2,75,1,003,00263,06716
0919478,01,01,04,2,30,1,003,00263,06716
0919478,02,01,01,1,46,1,003,00263,06716
0919478,02,01,02,2,44,1,003,00263,06716
0919478,02,01,03,2,04,1,003,00263,06716
0919478,02,01,04,2,20,1,003,00263,06716
0919478,03,01,01,1,52,1,003,00263,06716
0919478,03,01,02,2,51,1,003,00263,06716
0919478,03,01,03,1,23,1,003,00263,06716
0919478,03,01,04,2,19,1,003,00263,06716
0919478,04,01,01,2,36,1,003,00263,06716
0919478,05,01,01,2,41,1,003,00263,06716
0920538,01,01,01,1,60,1,003,00264,07041
0920538,01,01,02,2,45,1,003,00264,07041
0920538,01,01,03,2,27,1,003,00264,07041
0920538,01,01,04,2,25,1,003,00264,07041
0920538,01,01,05,2,23,1,003,00264,07041
0920538,01,01,06,1,22,1,003,00264,07041
0920538,04,01,01,1,54,1,003,00264,07041
0920538,04,01,02,1,54,1,003,00264,07041
0920538,04,01,03,2,33,1,003,00264,07041
0920538,04,01,04,1,27,1,003,00264,07041
0920538,04,01,05,1,31,1,003,00264,07041
0920538,05,01,01,1,37,1,003,00264,07041
0920538,05,01,02,2,36,1,003,00264,07041
0920538,05,01,03,2,14,1,003,00264,07041
0920538,05,01,04,2,09,1,003,00264,07041
0920538,05,01,05,1,08,1,003,00264,07041
0921043,01,01,01,2,42,3,009,00265,05868
0921043,01,01,02,1,46,3,009,00265,05868
0921043,01,01,03,1,20,3,009,00265,05868
0921043,01,01,04,1,12,3,009,00265,05868
0921043,02,01,01,1,49,3,009,00265,05868
0921043,02,01,02,2,45,3,009,00265,05868
0921043,02,01,03,1,24,3,009,00265,05868
0921043,02,01,04,2,23,3,009,00265,05868
0921043,02,01,05,2,22,3,009,00265,05868
0921043,03,01,01,2,52,3,009,00265,05868
0921043,03,01,02,1,72,3,009,00265,05868
0921043,03,01,03,2,71,3,009,00265,05868
0921043,04,01,01,2,44,3,009,00265,05868
0921043,04,01,02,2,24,3,009,00265,05868
0921043,04,01,03,1,23,3,009,00265,05868
0921043,04,01,04,2,20,3,009,00265,05868
0921043,04,01,05,1,17,3,009,00265,05868
0921132,01,01,01,1,60,3,009,00266,05040
0921132,01,01,02,2,56,3,009,00266,05040
0921132,01,01,03,1,30,3,009,00266,05040
0921132,02,01,01,2,55,3,009,00266,05040
0921132,02,01,02,1,56,3,009,00266,05040
0921132,02,01,03,1,30,3,009,00266,05040
0921132,02,01,04,1,29,3,009,00266,05040
0921132,02,01,05,1,24,3,009,00266,05040
0921132,02,01,06,2,16,3,009,00266,05040
0921132,02,01,07,2,14,3,009,00266,05040
0921132,02,01,08,1,07,3,009,00266,05040
0921132,03,01,01,1,33,3,009,00266,05040
0921132,03,01,02,2,35,3,009,00266,05040
0921132,03,01,03,1,14,3,009,00266,05040
0921132,03,01,04,2,07,3,009,00266,05040
0921132,03,01,05,2,05,3,009,00266,05040
0921132,04,01,01,2,49,3,009,00266,05040
0921132,05,01,01,1,30,3,009,00266,05040
0921132,05,01,02,2,26,3,009,00266,05040
0921132,05,01,03,1,03,3,009,00266,05040
0921132,05,01,04,2,00,3,009,00266,05040
0921161,01,01,01,2,40,3,009,00267,06044
0921161,01,01,02,1,55,3,009,00267,06044
0921161,01,01,03,1,19,3,009,00267,06044
0921161,02,01,01,1,31,3,009,00267,06044
0921161,02,01,02,2,30,3,009,00267,06044
0921161,02,01,03,1,12,3,009,00267,06044
0921161,02,01,04,1,61,3,009,00267,06044
0921161,02,01,05,1,08,3,009,00267,06044
0921161,02,01,06,2,01,3,009,00267,06044
0921161,03,01,01,2,53,3,009,00267,06044
0921161,03,01,02,2,63,3,009,00267,06044
0921161,03,01,03,1,38,3,009,00267,06044
0921161,04,01,05,1,32,3,009,00267,06044
0921161,05,01,01,1,65,3,009,00267,06044
0921161,05,01,02,2,30,3,009,00267,06044
0921161,05,01,03,1,43,3,009,00267,06044
0921161,05,01,04,2,15,3,009,00267,06044
0921161,05,01,05,2,14,3,009,00267,06044
0921161,05,01,06,1,10,3,009,00267,06044
0921161,05,01,07,1,08,3,009,00267,06044
0921196,01,01,01,1,37,3,009,00268,05819
0921196,01,01,02,2,37,3,009,00268,05819
0921196,01,01,03,2,03,3,009,00268,05819
0921196,01,01,04,2,54,3,009,00268,05819
0921196,01,01,05,2,30,3,009,00268,05819
0921196,02,01,01,1,44,3,009,00268,05819
0921196,02,01,02,2,42,3,009,00268,05819
0921196,02,01,03,2,19,3,009,00268,05819
0921196,02,01,04,2,07,3,009,00268,05819
0921196,03,01,01,2,36,3,009,00268,05819
0921196,03,01,02,2,17,3,009,00268,05819
0921196,03,01,03,2,11,3,009,00268,05819
0921196,05,01,01,1,38,3,009,00268,05819
0921196,05,01,02,2,38,3,009,00268,05819
0921196,05,01,03,2,15,3,009,00268,05819
0921196,05,01,04,1,12,3,009,00268,05819
0921196,05,01,05,2,06,3,009,00268,05819
1000178,04,01,01,2,73,1,003,00269,05845
1000178,04,01,02,2,44,1,003,00269,05845
1000178,04,01,03,2,17,1,003,00269,05845
1000178,04,01,04,2,19,1,003,00269,05845
1000178,05,01,01,2,52,1,003,00269,05845
1000178,05,01,02,1,83,1,003,00269,05845
1000178,05,01,03,2,73,1,003,00269,05845
1000269,01,01,01,2,61,1,003,00270,05624
1000269,01,01,02,1,65,1,003,00270,05624
1000269,02,01,01,1,36,1,003,00270,05624
1000269,02,01,02,2,47,1,003,00270,05624
1000269,02,01,03,2,26,1,003,00270,05624
1000269,02,01,04,1,10,1,003,00270,05624
1000269,02,01,05,1,03,1,003,00270,05624
1000269,02,01,06,1,00,1,003,00270,05624
1000269,04,01,01,1,54,1,003,00270,05624
1000269,04,01,02,2,50,1,003,00270,05624
1000269,04,01,03,2,23,1,003,00270,05624
1000269,04,01,04,1,16,1,003,00270,05624
1000269,04,01,05,1,13,1,003,00270,05624
1000269,04,01,06,2,03,1,003,00270,05624
1000269,05,01,01,2,47,1,003,00270,05624
1000269,05,01,02,2,19,1,003,00270,05624
1000269,05,01,03,1,52,1,003,00270,05624
1000318,01,01,01,1,52,1,002,00271,07239
1000318,01,01,02,2,50,1,002,00271,07239
1000318,01,01,03,2,26,1,002,00271,07239
1000318,01,01,04,2,17,1,002,00271,07239
1000318,01,01,05,1,14,1,002,00271,07239
1000318,02,01,01,1,33,1,002,00271,07239
1000318,02,01,02,2,27,1,002,00271,07239
1000318,02,01,03,1,09,1,002,00271,07239
1000318,02,01,04,2,05,1,002,00271,07239
1000318,02,02,01,1,23,1,002,00271,07239
1000318,02,02,02,2,18,1,002,00271,07239
1000318,02,02,03,2,00,1,002,00271,07239
1000318,03,01,01,1,54,1,002,00271,07239
1000318,03,01,02,2,53,1,002,00271,07239
1000318,03,01,03,1,26,1,002,00271,07239
1000318,03,01,04,1,24,1,002,00271,07239
1000318,04,01,01,1,52,1,002,00271,07239
1000318,04,01,02,2,52,1,002,00271,07239
1000318,04,01,03,2,29,1,002,00271,07239
1000318,04,01,04,1,27,1,002,00271,07239
1000318,04,01,05,2,56,1,002,00271,07239
1000318,04,01,06,2,23,1,002,00271,07239
1000318,04,01,07,1,21,1,002,00271,07239
1000318,04,01,08,1,06,1,002,00271,07239
1000318,04,01,09,2,00,1,002,00271,07239
1000318,04,01,10,2,01,1,002,00271,07239
1000318,05,01,01,1,54,1,002,00271,07239
1000318,05,01,02,2,43,1,002,00271,07239
1000318,05,01,03,1,25,1,002,00271,07239
1000318,05,01,04,1,23,1,002,00271,07239
1000318,05,01,05,1,19,1,002,00271,07239
1000318,05,01,06,1,14,1,002,00271,07239
1000318,05,01,07,2,11,1,002,00271,07239
1000318,05,01,08,1,08,1,002,00271,07239
1000321,01,01,01,1,43,1,002,00272,07359
1000321,01,01,02,2,41,1,002,00272,07359
1000321,01,01,03,2,13,1,002,00272,07359
1000321,02,01,01,2,62,1,002,00272,07359
1000321,02,01,02,1,37,1,002,00272,07359
1000321,02,01,03,2,02,1,002,00272,07359
1000321,02,01,04,1,16,1,002,00272,07359
1000321,04,01,01,1,36,1,002,00272,07359
1000321,04,01,02,2,40,1,002,00272,07359
1000321,04,01,03,1,23,1,002,00272,07359
1000321,04,01,04,2,16,1,002,00272,07359
1000321,04,01,05,2,15,1,002,00272,07359
1000321,04,01,06,1,18,1,002,00272,07359
1000321,04,01,07,1,09,1,002,00272,07359
1000321,05,01,01,2,33,1,002,00272,07359
1000321,05,01,03,2,26,1,002,00272,07359
1000321,05,01,05,1,05,1,002,00272,07359
1000453,01,01,01,1,60,1,004,00273,06064
1000453,01,01,02,2,41,1,004,00273,06064
1000453,01,01,03,2,14,1,004,00273,06064
1000453,02,02,01,2,53,1,004,00273,06064
1000453,02,02,02,2,25,1,004,00273,06064
1000453,03,01,01,2,65,1,004,00273,06064
1000453,03,01,02,1,68,1,004,00273,06064
1000453,03,01,03,1,38,1,004,00273,06064
1000453,03,01,04,1,29,1,004,00273,06064
1000453,03,01,05,2,09,1,004,00273,06064
1000453,03,01,06,1,08,1,004,00273,06064
1000453,04,01,01,1,79,1,004,00273,06064
1000453,04,01,02,2,76,1,004,00273,06064
1000453,04,01,03,2,48,1,004,00273,06064
1000453,04,01,04,1,17,1,004,00273,06064
1000453,04,01,05,1,15,1,004,00273,06064
1000459,01,01,01,2,58,1,003,00274,05533
1000459,01,01,02,2,22,1,003,00274,05533
1000459,01,01,03,1,03,1,003,00274,05533
1000459,03,01,01,2,53,1,003,00274,05533
1000459,03,01,02,2,27,1,003,00274,05533
1000459,04,01,01,1,33,1,003,00274,05533
1000459,04,01,02,2,33,1,003,00274,05533
1000459,04,01,03,2,11,1,003,00274,05533
1000459,04,01,04,2,06,1,003,00274,05533
1000459,05,01,01,1,70,1,003,00274,05533
1000459,05,01,02,2,52,1,003,00274,05533
1000470,01,01,01,2,46,1,003,00275,06096
1000470,01,01,02,2,25,1,003,00275,06096
1000470,01,01,03,1,37,1,003,00275,06096
1000470,02,01,01,1,35,1,003,00275,06096
1000470,03,01,01,1,50,1,003,00275,06096
1000470,03,01,02,2,49,1,003,00275,06096
1000470,03,01,03,1,15,1,003,00275,06096
1000470,04,01,01,1,62,1,003,00275,06096
1000470,04,01,02,2,58,1,003,00275,06096
1000470,05,01,01,1,69,1,003,00275,06096
1000525,02,01,01,1,59,1,002,00276,06090
1000525,02,01,02,2,63,1,002,00276,06090
1000525,03,01,01,1,47,1,002,00276,06090
1000525,03,01,02,2,38,1,002,00276,06090
1000525,03,01,03,1,18,1,002,00276,06090
1000525,03,01,04,2,15,1,002,00276,06090
1000525,04,01,01,1,47,1,002,00276,06090
1000525,04,01,02,2,50,1,002,00276,06090
1000525,04,01,03,1,24,1,002,00276,06090
1000525,04,01,04,1,22,1,002,00276,06090
1000525,04,01,05,2,16,1,002,00276,06090
1000525,05,01,01,1,41,1,002,00276,06090
