FOLIO,VIV_SEL,P0_1,P0_2,P0_3,P0_4_1,P0_4_2,P1_1,P1_2,TLOC,REGION,EST_DIS,UPM_DIS,FAC_VIV
1,1,1,5,0,2,1,2,1,1,3,3,1,1841
2,2,2,3,1,2,1,4,1,1,3,3,1,1841
3,3,2,3,1,2,2,7,1,1,3,3,1,1841
4,4,3,5,2,1,1,4,1,1,3,3,1,1841
5,5,3,5,1,1,1,8,1,1,3,3,1,1841
6,1,3,4,1,1,1,6,1,1,3,4,2,1273
7,2,1,3,1,2,2,1,1,1,3,4,2,1273
8,4,1,6,1,2,1,2,1,1,3,4,2,1273
9,5,1,3,2,1,1,2,1,1,3,4,2,1273
10,1,4,12,2,1,1,4,1,1,3,4,3,733
11,2,4,8,2,1,1,4,1,1,3,4,3,733
12,3,3,4,1,1,1,4,1,1,3,4,3,733
13,4,3,6,4,2,2,2,1,1,3,4,3,733
14,5,2,5,1,1,1,3,1,1,3,4,3,733
15,1,3,4,2,1,1,5,1,1,3,4,4,1256
16,2,3,5,1,1,1,3,1,1,3,4,4,1256
17,3,3,4,1,1,1,3,1,1,3,4,4,1256
18,4,3,5,1,2,1,3,1,1,3,4,4,1256
19,1,1,5,2,2,2,1,1,1,3,4,5,1357
20,2,2,4,2,1,1,2,1,1,3,4,5,1357
21,3,2,5,2,1,1,3,1,1,3,4,5,1357
22,4,2,6,2,2,1,2,1,1,3,4,5,1357
23,5,2,4,2,1,1,3,1,1,3,4,5,1357
24,1,2,8,4,1,1,2,2,1,3,5,6,1377
25,2,1,5,3,1,1,2,1,1,3,5,6,1377
26,3,3,6,3,1,1,2,1,1,3,5,6,1377
27,5,3,8,4,1,1,5,1,1,3,5,6,1377
28,1,2,4,2,2,1,2,1,1,3,4,7,1124
29,2,2,3,1,1,2,5,1,1,3,4,7,1124
30,3,2,4,1,1,1,3,1,1,3,4,7,1124
31,4,2,3,1,1,1,2,1,1,3,4,7,1124
32,5,3,5,1,2,1,6,1,1,3,4,7,1124
33,1,1,4,1,2,2,1,1,1,3,4,8,1398
34,2,3,7,1,1,1,4,1,1,3,4,8,1398
35,4,2,5,2,1,1,5,1,1,3,4,8,1398
36,5,4,6,2,1,1,4,1,1,3,4,8,1398
37,1,2,4,1,1,1,4,1,1,3,4,9,1318
38,2,3,4,2,2,1,5,1,1,3,4,9,1318
39,3,1,4,1,2,1,1,1,1,3,4,9,1318
40,1,3,4,1,1,2,2,1,1,3,4,10,1348
41,2,1,3,1,1,1,2,1,1,3,4,10,1348
42,3,2,3,1,2,2,3,1,1,3,4,10,1348
43,4,3,4,1,2,1,3,1,1,3,4,10,1348
44,5,2,4,1,2,2,4,1,1,3,4,10,1348
45,1,1,2,1,1,2,2,1,1,3,4,11,1253
46,3,3,6,1,2,1,6,1,1,3,4,11,1253
47,1,3,6,2,1,1,5,1,1,3,5,12,1753
48,2,2,4,2,1,1,2,1,1,3,5,12,1753
49,3,3,6,3,1,1,4,1,1,3,5,12,1753
50,4,3,4,1,1,1,4,1,1,3,5,12,1753
51,5,3,8,2,1,1,3,1,1,3,5,12,1753
52,1,1,4,1,2,2,2,1,1,3,4,13,1307
53,2,2,3,1,2,2,4,1,1,3,4,13,1307
54,3,3,4,1,1,1,3,1,1,3,4,13,1307
55,4,2,3,1,1,2,4,1,1,3,4,13,1307
56,5,2,3,1,2,1,4,1,1,3,4,13,1307
57,1,2,3,1,1,1,4,1,1,3,4,14,1202
58,2,2,4,2,1,1,1,1,1,3,4,14,1202
59,3,3,5,1,1,1,3,1,1,3,4,14,1202
60,5,3,5,2,2,1,3,1,1,3,4,14,1202
61,1,1,3,1,2,2,2,1,1,3,3,15,1647
62,2,1,4,1,2,1,1,1,1,3,3,15,1647
63,3,3,4,1,1,1,6,1,1,3,3,15,1647
64,4,2,4,1,1,1,3,1,1,3,3,15,1647
65,5,3,5,1,2,1,3,1,1,3,3,15,1647
66,1,4,6,2,1,1,1,1,1,3,4,16,1386
67,3,3,4,1,1,1,5,1,1,3,4,16,1386
68,4,2,4,1,1,1,3,1,1,3,4,16,1386
69,5,6,7,1,1,2,1,1,1,3,4,16,1386
70,1,2,3,2,2,1,3,1,1,3,3,17,1625
71,3,1,2,1,2,1,4,1,1,3,3,17,1625
72,4,3,4,1,2,1,6,1,1,3,3,17,1625
73,5,2,4,2,1,1,2,1,1,3,3,17,1625
74,1,1,6,2,1,1,2,1,1,3,4,18,1240
75,2,2,3,1,2,2,7,1,1,3,4,18,1240
76,3,2,3,1,2,2,5,1,1,3,4,18,1240
77,4,3,4,1,1,2,5,1,1,3,4,18,1240
78,5,3,4,1,2,2,2,1,1,3,4,18,1240
79,1,3,5,2,1,1,4,1,1,3,4,19,1280
80,2,2,4,1,1,2,1,1,1,3,4,19,1280
81,3,2,4,1,1,1,3,1,1,3,4,19,1280
82,4,3,5,2,1,1,3,1,1,3,4,19,1280
83,1,1,1,1,1,2,4,1,1,3,4,20,1316
84,2,1,3,1,1,1,1,1,1,3,4,20,1316
85,3,2,3,1,2,1,4,1,1,3,4,20,1316
86,4,2,4,1,2,1,3,1,1,3,4,20,1316
87,5,2,3,1,1,1,3,1,1,3,4,20,1316
88,1,3,5,1,1,2,11,1,1,3,3,21,1894
89,2,2,4,1,1,2,4,1,1,3,3,21,1894
90,3,2,4,1,2,1,3,1,1,3,3,21,1894
91,4,2,3,2,2,1,4,1,1,3,3,21,1894
92,5,1,3,1,1,1,2,1,1,3,3,21,1894
93,1,1,6,3,1,1,2,1,1,3,4,22,1454
94,2,2,4,2,1,1,3,1,1,3,4,22,1454
95,3,3,4,2,1,1,4,1,1,3,4,22,1454
96,2,2,3,1,1,2,4,1,1,3,4,23,1387
97,3,3,4,2,1,1,5,1,1,3,4,23,1387
98,4,1,3,1,1,1,4,1,1,3,4,23,1387
99,5,1,4,1,2,1,2,1,1,3,4,23,1387
100,2,3,4,2,2,1,3,1,1,3,4,24,1360
101,3,2,3,1,1,1,5,1,1,3,4,24,1360
102,4,3,4,1,2,1,4,1,1,3,4,24,1360
103,5,2,4,1,2,1,2,1,1,3,4,24,1360
104,1,1,3,1,1,1,2,1,1,3,4,25,1406
105,2,1,3,1,2,1,2,1,1,3,4,25,1406
106,4,2,3,1,2,1,5,1,1,3,4,25,1406
107,5,3,4,3,1,1,5,1,1,3,4,25,1406
108,1,1,2,1,2,2,1,1,1,3,3,26,1896
109,2,2,3,1,1,1,4,1,1,3,3,26,1896
110,3,2,4,1,1,1,3,1,1,3,3,26,1896
111,4,2,3,1,2,1,2,1,1,3,3,26,1896
112,5,2,3,1,1,1,3,1,1,3,3,26,1896
113,1,2,4,1,1,1,4,1,1,3,3,27,1600
114,2,2,4,1,1,1,4,1,1,3,3,27,1600
115,3,1,2,1,2,2,3,1,1,3,3,27,1600
116,4,1,3,1,2,2,2,1,1,3,3,27,1600
117,5,2,3,1,2,2,1,1,1,3,3,27,1600
118,1,2,3,1,1,1,5,1,1,3,4,28,1574
119,2,1,2,1,2,1,1,1,1,3,4,28,1574
120,4,2,5,1,1,1,3,1,1,3,4,28,1574
121,5,3,4,1,1,2,1,1,1,3,4,28,1574
122,2,4,7,3,1,1,2,1,1,3,5,29,1400
123,3,3,5,2,1,1,4,1,1,3,5,29,1400
124,4,3,5,2,1,1,2,1,1,3,5,29,1400
125,5,3,3,1,1,1,3,1,1,3,5,29,1400
126,1,2,4,2,1,1,3,1,1,3,5,30,1888
127,2,2,3,1,2,1,3,1,1,3,5,30,1888
128,4,3,4,2,1,1,4,1,1,3,5,30,1888
129,1,2,4,1,1,1,3,1,1,3,3,31,1975
130,2,3,4,1,1,1,5,1,1,3,3,31,1975
131,3,4,6,2,1,1,6,1,1,3,3,31,1975
132,4,3,4,1,1,2,5,1,1,3,3,31,1975
133,5,4,5,2,1,1,6,1,1,3,3,31,1975
134,1,3,4,2,1,1,5,1,1,3,3,32,1534
135,2,1,4,1,2,2,3,1,1,3,3,32,1534
136,3,3,4,1,2,1,8,1,1,3,3,32,1534
137,4,1,2,1,1,1,2,1,1,3,3,32,1534
138,5,2,3,2,1,1,4,1,1,3,3,32,1534
139,1,2,3,1,2,2,2,1,1,3,3,33,1429
140,2,1,5,2,1,1,1,1,1,3,3,33,1429
141,3,4,6,3,1,1,5,1,1,3,3,33,1429
142,4,3,4,2,1,1,4,1,1,3,3,33,1429
143,5,2,3,1,1,1,5,1,1,3,3,33,1429
144,1,2,3,1,1,1,4,1,1,3,5,34,1603
145,2,2,4,1,1,2,2,1,1,3,5,34,1603
146,4,3,4,1,1,1,4,1,1,3,5,34,1603
147,5,2,7,1,1,1,3,1,1,3,5,34,1603
148,3,2,4,2,1,1,2,1,1,3,5,35,1637
149,4,1,5,2,1,1,2,1,1,3,5,35,1637
150,1,2,4,1,2,2,6,1,1,3,3,36,1744
151,2,2,3,1,1,1,4,1,1,3,3,36,1744
152,3,2,4,1,1,1,4,1,1,3,3,36,1744
153,4,2,4,1,1,1,2,1,1,3,3,36,1744
154,5,2,5,1,1,1,4,1,1,3,3,36,1744
155,1,2,3,1,2,2,9,1,1,3,3,37,1589
156,2,2,3,1,2,1,3,1,1,3,3,37,1589
157,3,1,3,1,2,2,1,1,1,3,3,37,1589
158,4,2,3,1,1,2,5,1,1,3,3,37,1589
159,1,3,4,1,2,1,4,1,1,3,3,38,1602
160,2,3,7,1,1,1,5,1,1,3,3,38,1602
161,3,2,3,1,2,1,3,1,1,3,3,38,1602
162,5,2,4,1,2,1,4,1,1,3,3,38,1602
163,1,2,3,1,1,2,4,1,1,3,5,39,1812
164,2,2,3,1,1,1,4,1,1,3,5,39,1812
165,3,3,4,2,1,1,4,1,1,3,5,39,1812
166,4,2,3,1,1,1,6,1,1,3,5,39,1812
167,5,2,3,1,1,1,4,1,1,3,5,39,1812
168,2,1,4,1,2,1,2,1,1,3,4,40,1315
169,3,3,4,1,2,1,3,1,1,3,4,40,1315
170,4,1,2,1,2,1,3,1,1,3,4,40,1315
171,5,3,4,1,1,1,4,1,1,3,4,40,1315
172,1,1,5,1,2,1,1,1,1,3,3,41,1028
173,2,1,5,1,1,1,1,1,1,3,3,41,1028
174,3,2,3,1,2,1,2,1,1,3,3,41,1028
175,4,1,3,1,2,1,2,1,1,3,3,41,1028
176,5,2,3,1,2,1,4,1,1,3,3,41,1028
177,1,2,4,1,1,1,5,1,1,3,3,42,1058
178,2,1,4,1,1,1,2,1,1,3,3,42,1058
179,3,2,3,1,2,2,1,1,1,3,3,42,1058
180,4,2,3,1,2,1,4,1,1,3,3,42,1058
181,5,2,3,1,1,1,5,1,1,3,3,42,1058
182,2,1,5,2,1,1,2,1,1,3,5,43,1423
183,4,3,5,2,1,1,4,1,1,3,5,43,1423
184,1,2,4,1,1,1,5,1,1,3,5,44,1627
185,2,2,4,2,1,1,3,1,1,3,5,44,1627
186,3,3,4,1,1,1,5,1,1,3,5,44,1627
187,4,1,4,1,1,1,1,1,1,3,5,44,1627
188,5,1,4,1,1,1,1,1,1,3,5,44,1627
189,1,5,7,2,2,1,12,2,2,3,6,45,885
190,2,2,2,1,1,2,2,1,2,3,6,45,885
191,3,2,3,1,2,2,8,1,2,3,6,45,885
192,4,4,6,1,1,1,6,1,2,3,6,45,885
193,5,1,2,1,2,2,3,1,2,3,6,45,885
194,1,1,7,1,1,1,4,1,2,3,6,46,968
195,2,2,3,1,2,1,2,1,2,3,6,46,968
196,3,2,3,1,2,1,1,1,2,3,6,46,968
197,5,2,3,1,1,2,4,1,2,3,6,46,968
198,1,3,5,1,1,1,1,1,2,3,1,47,1209
199,2,3,4,2,2,2,9,1,2,3,1,47,1209
200,3,1,4,1,2,1,1,1,2,3,1,47,1209
201,4,2,3,1,2,2,4,1,2,3,1,47,1209
202,5,2,4,1,2,2,3,1,2,3,1,47,1209
203,6,3,3,1,2,2,5,1,2,3,1,47,1209
204,7,4,5,2,2,2,5,1,2,3,1,47,1209
205,8,3,5,1,2,1,6,1,2,3,1,47,1209
206,9,1,6,3,1,2,1,1,2,3,1,47,1209
207,10,3,4,1,1,1,3,1,2,3,1,47,1209
208,11,2,3,1,2,2,4,1,2,3,1,47,1209
209,13,2,3,1,2,2,3,1,2,3,1,47,1209
210,14,2,3,1,2,2,1,1,2,3,1,47,1209
211,15,3,4,1,2,2,10,1,2,3,1,47,1209
212,16,3,6,2,2,1,2,1,2,3,1,47,1209
213,17,2,4,1,2,2,1,1,2,3,1,47,1209
214,18,3,4,1,2,1,7,2,2,3,1,47,1209
215,19,1,2,1,2,2,2,1,2,3,1,47,1209
216,20,3,5,1,1,2,3,2,2,3,1,47,1209
217,1,3,4,1,1,1,7,1,3,3,6,48,1108
218,2,2,3,1,2,1,3,1,3,3,6,48,1108
219,3,2,3,1,2,2,5,1,3,3,6,48,1108
220,4,2,2,1,1,1,4,1,3,3,6,48,1108
221,5,1,2,2,1,1,2,1,3,3,6,48,1108
222,1,2,3,1,1,1,4,1,3,3,1,49,1466
223,2,1,4,2,2,2,2,1,3,3,1,49,1466
224,3,3,4,1,1,1,4,1,3,3,1,49,1466
225,4,2,4,1,2,2,4,1,3,3,1,49,1466
226,5,3,4,1,1,1,6,1,3,3,1,49,1466
227,6,3,5,1,2,1,5,1,3,3,1,49,1466
228,7,1,3,1,2,2,1,1,3,3,1,49,1466
229,8,1,2,1,1,1,3,1,3,3,1,49,1466
230,9,3,4,2,1,1,4,1,3,3,1,49,1466
231,10,2,4,2,2,1,4,1,3,3,1,49,1466
232,11,5,6,2,1,1,5,1,3,3,1,49,1466
233,12,1,4,2,2,2,1,1,3,3,1,49,1466
234,13,1,4,1,2,2,4,1,3,3,1,49,1466
235,14,3,4,1,1,1,4,1,3,3,1,49,1466
236,15,2,4,1,1,1,5,1,3,3,1,49,1466
237,16,2,4,1,2,2,3,1,3,3,1,49,1466
238,17,4,7,2,1,1,7,1,3,3,1,49,1466
239,18,2,3,1,2,2,4,1,3,3,1,49,1466
240,19,3,4,1,2,2,3,1,3,3,1,49,1466
241,20,1,2,1,2,2,7,1,3,3,1,49,1466
242,1,1,4,1,1,1,4,1,4,3,2,50,777
243,2,3,5,2,1,1,3,1,4,3,2,50,777
244,3,3,4,1,2,1,3,1,4,3,2,50,777
245,4,1,3,1,2,1,4,1,4,3,2,50,777
246,5,2,3,1,1,1,4,1,4,3,2,50,777
247,6,2,3,1,1,1,4,1,4,3,2,50,777
248,7,2,2,1,2,2,5,1,4,3,2,50,777
249,8,2,4,1,1,1,4,1,4,3,2,50,777
250,9,2,3,1,1,2,5,1,4,3,2,50,777
251,10,2,3,1,1,1,4,1,4,3,2,50,777
252,11,2,4,2,1,2,6,1,4,3,2,50,777
253,12,3,5,1,1,2,3,1,4,3,2,50,777
254,13,3,4,1,2,1,6,1,4,3,2,50,777
255,14,3,4,1,1,1,6,1,4,3,2,50,777
256,15,2,6,2,2,1,4,1,4,3,2,50,777
257,16,2,4,1,2,2,3,1,4,3,2,50,777
258,18,2,4,1,2,2,2,1,4,3,2,50,777
259,19,3,4,0,2,2,4,1,4,3,2,50,777
260,20,2,4,2,2,1,1,1,4,3,2,50,777
261,1,1,4,1,1,1,3,1,4,3,2,51,1070
262,2,2,5,2,1,2,3,1,4,3,2,51,1070
263,3,2,4,1,1,1,2,1,4,3,2,51,1070
264,4,2,5,1,1,1,5,1,4,3,2,51,1070
265,5,1,4,1,1,1,4,1,4,3,2,51,1070
266,6,1,4,1,1,1,3,1,4,3,2,51,1070
267,7,2,6,3,1,1,3,1,4,3,2,51,1070
268,8,2,4,2,1,1,3,1,4,3,2,51,1070
269,10,3,5,2,1,1,4,1,4,3,2,51,1070
270,11,2,4,2,1,1,2,1,4,3,2,51,1070
271,12,2,4,1,1,1,2,1,4,3,2,51,1070
272,13,3,4,2,1,1,6,1,4,3,2,51,1070
273,14,1,4,2,1,1,2,1,4,3,2,51,1070
274,16,1,4,2,1,1,2,1,4,3,2,51,1070
275,17,3,4,1,2,2,3,1,4,3,2,51,1070
276,18,2,4,1,1,1,2,1,4,3,2,51,1070
277,19,1,3,1,1,1,1,1,4,3,2,51,1070
278,20,1,4,2,1,1,2,1,4,3,2,51,1070
279,1,2,3,1,1,1,5,1,4,3,2,52,955
280,2,1,2,1,1,1,2,1,4,3,2,52,955
281,3,3,6,1,1,1,3,1,4,3,2,52,955
282,4,3,4,1,2,2,4,1,4,3,2,52,955
283,5,3,6,1,2,1,4,1,4,3,2,52,955
284,6,3,6,2,1,1,4,1,4,3,2,52,955
285,7,2,4,1,1,1,3,1,4,3,2,52,955
286,8,2,3,1,2,2,2,1,4,3,2,52,955
287,9,1,2,1,2,1,3,1,4,3,2,52,955
288,10,2,5,1,1,1,5,1,4,3,2,52,955
289,11,2,3,1,2,1,4,1,4,3,2,52,955
290,12,3,5,1,1,1,7,1,4,3,2,52,955
291,13,3,5,1,1,2,5,1,4,3,2,52,955
292,14,3,4,2,1,2,2,1,4,3,2,52,955
293,15,2,3,1,1,1,4,1,4,3,2,52,955
294,16,4,5,2,1,1,11,2,4,3,2,52,955
295,17,3,4,1,2,2,4,1,4,3,2,52,955
296,18,3,5,2,2,1,5,1,4,3,2,52,955
297,19,3,5,2,2,1,4,1,4,3,2,52,955
298,20,2,4,2,2,1,3,1,4,3,2,52,955
299,2,3,5,1,1,1,6,1,4,3,2,53,826
300,3,1,3,1,1,1,1,1,4,3,2,53,826
301,4,1,3,1,1,2,4,1,4,3,2,53,826
302,5,1,2,1,1,1,3,1,4,3,2,53,826
303,7,2,4,1,2,2,2,1,4,3,2,53,826
304,8,3,4,2,1,2,4,1,4,3,2,53,826
305,9,3,4,1,1,1,4,1,4,3,2,53,826
306,10,3,4,1,1,1,4,1,4,3,2,53,826
307,11,2,5,1,1,2,3,1,4,3,2,53,826
308,12,1,2,1,1,2,1,1,4,3,2,53,826
309,13,1,3,1,2,2,4,1,4,3,2,53,826
310,14,2,3,1,1,1,3,1,4,3,2,53,826
311,15,2,4,1,1,1,4,1,4,3,2,53,826
312,16,3,4,5,1,1,6,1,4,3,2,53,826
313,17,1,3,1,1,1,3,1,4,3,2,53,826
314,18,2,3,2,2,2,4,1,4,3,2,53,826
315,19,1,4,2,1,2,1,1,4,3,2,53,826
316,20,3,4,1,2,1,3,1,4,3,2,53,826
317,2,3,5,2,1,1,4,1,1,1,11,54,1984
318,3,3,5,1,1,1,5,1,1,1,11,54,1984
319,4,2,4,1,1,1,3,1,1,1,11,54,1984
320,5,2,4,2,1,1,2,1,1,1,11,54,1984
321,3,2,3,1,1,1,5,1,1,1,12,55,2841
322,4,2,3,1,2,2,4,1,1,1,12,55,2841
323,5,2,4,1,1,1,1,1,1,1,12,55,2841
324,1,2,4,1,2,2,7,1,1,1,11,56,2527
325,2,2,5,1,1,1,4,1,1,1,11,56,2527
326,3,1,4,1,1,1,3,1,1,1,11,56,2527
327,4,1,3,1,1,1,2,1,1,1,11,56,2527
328,5,1,5,1,1,1,2,1,1,1,11,56,2527
329,1,2,5,1,1,1,1,1,1,1,11,57,2718
330,2,2,4,1,1,1,5,1,1,1,11,57,2718
331,3,1,2,1,2,1,1,1,1,1,11,57,2718
332,4,2,3,1,1,2,2,1,1,1,11,57,2718
333,5,2,5,1,2,1,2,1,1,1,11,57,2718
334,1,2,2,1,2,2,2,1,1,1,10,58,2725
335,2,1,2,1,1,1,2,1,1,1,10,58,2725
336,3,2,4,1,1,1,3,1,1,1,10,58,2725
337,4,1,1,1,1,1,5,1,1,1,10,58,2725
338,5,2,4,1,1,1,3,1,1,1,10,58,2725
339,1,2,3,1,1,1,4,1,1,1,10,59,2935
340,2,2,5,1,1,1,4,1,1,1,10,59,2935
341,3,1,4,0,2,2,2,1,1,1,10,59,2935
342,4,2,4,1,1,1,4,1,1,1,10,59,2935
343,5,2,4,1,1,1,2,1,1,1,10,59,2935
344,1,2,2,1,2,2,3,1,1,1,11,60,2890
345,2,1,1,1,1,1,2,1,1,1,11,60,2890
346,3,2,2,1,2,2,1,1,1,1,11,60,2890
347,4,2,4,2,2,1,2,1,1,1,11,60,2890
348,5,2,2,1,2,1,3,1,1,1,11,60,2890
349,1,2,3,1,2,1,3,1,1,1,12,61,2750
350,2,2,3,1,2,1,5,1,1,1,12,61,2750
351,3,3,4,1,1,1,4,1,1,1,12,61,2750
352,4,2,4,1,2,1,5,1,1,1,12,61,2750
353,5,2,5,1,1,1,2,1,1,1,12,61,2750
354,1,3,5,3,1,1,4,1,1,1,11,62,2400
355,2,3,6,3,1,2,3,1,1,1,11,62,2400
356,3,3,6,2,1,1,7,1,1,1,11,62,2400
357,4,2,3,1,2,2,1,1,1,1,11,62,2400
358,5,3,6,2,1,1,3,1,1,1,11,62,2400
359,1,1,3,1,1,2,2,1,1,1,10,63,2586
360,2,2,4,1,2,1,5,1,1,1,10,63,2586
361,3,1,4,1,1,1,7,1,1,1,10,63,2586
362,4,2,3,1,1,1,6,1,1,1,10,63,2586
363,5,2,4,1,1,1,3,1,1,1,10,63,2586
364,1,1,2,1,1,1,1,1,1,1,11,64,3058
365,2,1,3,1,1,2,5,1,1,1,11,64,3058
366,3,2,3,1,1,1,4,1,1,1,11,64,3058
367,4,1,3,1,2,2,1,1,1,1,11,64,3058
368,5,2,3,1,1,1,3,1,1,1,11,64,3058
369,1,2,4,3,1,1,2,1,1,1,11,65,3005
370,2,1,2,1,1,1,2,1,1,1,11,65,3005
371,3,3,5,1,1,1,4,1,1,1,11,65,3005
372,4,1,2,1,2,1,2,1,1,1,11,65,3005
373,5,2,4,2,1,1,3,1,1,1,11,65,3005
374,1,5,9,3,1,1,4,1,1,1,11,66,2848
375,2,1,3,1,1,1,1,1,1,1,11,66,2848
376,3,1,3,1,2,1,3,1,1,1,11,66,2848
377,4,2,3,1,1,1,4,1,1,1,11,66,2848
378,5,1,2,1,2,2,3,1,1,1,11,66,2848
379,1,2,3,1,1,1,1,1,1,1,12,67,2875
380,2,1,3,2,1,1,1,1,1,1,12,67,2875
381,3,1,3,1,1,1,1,1,1,1,12,67,2875
382,5,1,3,1,1,1,1,1,1,1,12,67,2875
383,1,2,4,2,1,1,4,1,1,1,11,68,2587
384,2,2,3,1,2,2,4,1,1,1,11,68,2587
385,3,2,4,1,2,2,1,1,1,1,11,68,2587
386,4,1,3,1,1,1,4,1,1,1,11,68,2587
387,5,1,3,1,2,2,5,1,1,1,11,68,2587
388,2,2,3,3,1,1,4,1,1,1,11,69,2946
389,4,3,5,2,1,1,5,1,1,1,11,69,2946
390,5,3,6,2,1,1,5,1,1,1,11,69,2946
391,1,4,7,1,1,1,4,1,1,1,10,70,2461
392,2,1,3,2,1,1,3,1,1,1,10,70,2461
393,3,2,3,1,1,2,2,1,1,1,10,70,2461
394,4,3,6,1,1,1,5,1,1,1,10,70,2461
395,5,3,4,1,2,2,3,1,1,1,10,70,2461
396,1,2,5,2,1,1,4,1,1,1,12,71,2924
397,3,1,3,1,1,1,2,1,1,1,12,71,2924
398,4,2,4,1,1,1,2,1,1,1,12,71,2924
399,5,2,5,1,2,1,2,1,1,1,12,71,2924
400,1,1,3,1,2,2,3,1,1,1,11,72,2767
401,3,1,4,1,1,1,2,1,1,1,11,72,2767
402,4,4,8,1,1,1,6,1,1,1,11,72,2767
403,5,1,4,2,1,1,4,1,1,1,11,72,2767
404,1,2,4,1,1,1,3,1,1,1,11,73,2889
405,2,2,4,1,1,1,4,1,1,1,11,73,2889
406,3,2,4,1,1,1,4,1,1,1,11,73,2889
407,4,2,5,1,1,2,6,1,1,1,11,73,2889
408,5,2,5,1,1,1,2,1,1,1,11,73,2889
409,2,3,4,2,1,1,7,1,1,1,11,74,3009
410,3,7,11,6,1,1,7,1,1,1,11,74,3009
411,4,3,7,2,1,1,4,1,1,1,11,74,3009
412,5,2,4,1,1,2,4,1,1,1,11,74,3009
413,1,2,3,1,1,1,2,1,1,1,11,75,3153
414,2,1,4,1,1,1,2,1,1,1,11,75,3153
415,3,3,3,1,1,1,4,1,1,1,11,75,3153
416,4,1,2,1,2,1,2,1,1,1,11,75,3153
417,1,2,3,1,1,1,3,1,1,1,12,76,3162
418,2,3,5,2,1,1,6,1,1,1,12,76,3162
419,3,1,2,2,1,1,2,1,1,1,12,76,3162
420,4,3,5,1,1,1,4,1,1,1,12,76,3162
421,5,2,4,2,1,1,2,1,1,1,12,76,3162
422,1,3,4,2,2,1,1,1,1,1,12,77,3015
423,2,2,5,1,2,1,2,1,1,1,12,77,3015
424,3,2,3,1,1,1,5,1,1,1,12,77,3015
425,5,1,2,1,1,1,2,1,1,1,12,77,3015
426,1,1,2,1,2,1,5,1,1,1,12,78,2535
427,2,1,3,1,1,1,2,1,1,1,12,78,2535
428,4,1,3,1,2,1,3,1,1,1,12,78,2535
429,5,1,2,1,1,1,2,1,1,1,12,78,2535
430,2,1,6,2,1,1,2,1,1,1,12,79,3001
431,3,2,4,2,1,1,4,1,1,1,12,79,3001
432,4,2,4,2,2,1,3,1,1,1,12,79,3001
433,5,1,4,2,1,1,3,1,1,1,12,79,3001
434,1,2,3,1,1,1,5,1,1,1,10,80,2448
435,2,2,3,1,1,1,4,1,1,1,10,80,2448
436,3,2,3,1,1,1,4,1,1,1,10,80,2448
437,5,2,3,2,1,1,5,1,1,1,10,80,2448
438,1,2,3,1,1,1,6,1,1,1,10,81,2387
439,2,1,2,1,1,1,5,1,1,1,10,81,2387
440,3,2,3,1,1,1,4,1,1,1,10,81,2387
441,4,1,2,1,1,1,3,1,1,1,10,81,2387
442,5,1,3,1,1,1,2,1,1,1,10,81,2387
443,1,1,2,1,2,1,1,1,1,1,10,82,1930
444,2,1,3,1,1,1,1,1,1,1,10,82,1930
445,3,3,5,1,1,1,4,1,1,1,10,82,1930
446,4,1,2,1,1,1,3,1,1,1,10,82,1930
447,5,1,3,1,1,1,4,1,1,1,10,82,1930
448,2,1,2,1,1,2,1,1,1,1,11,83,1651
449,4,2,4,1,2,1,1,1,1,1,11,83,1651
450,1,2,3,1,1,1,4,1,1,1,10,84,2173
451,2,3,4,1,2,2,4,1,1,1,10,84,2173
452,4,1,3,1,1,1,3,1,1,1,10,84,2173
453,5,2,3,1,1,1,4,1,1,1,10,84,2173
454,2,3,6,1,1,1,4,1,1,1,12,85,2717
455,3,2,6,2,1,1,3,1,1,1,12,85,2717
456,4,2,4,2,1,1,3,1,1,1,12,85,2717
457,5,3,7,2,1,1,3,1,1,1,12,85,2717
458,2,4,5,1,1,1,4,1,1,1,12,86,2754
459,3,2,3,2,1,1,4,1,1,1,12,86,2754
460,4,2,3,2,1,1,3,1,1,1,12,86,2754
461,2,3,4,1,1,1,5,1,1,1,11,87,2874
462,3,2,5,1,2,1,2,1,1,1,11,87,2874
463,4,2,4,1,1,1,5,1,1,1,11,87,2874
464,5,3,5,2,1,1,3,1,1,1,11,87,2874
465,1,2,4,1,1,1,4,1,1,1,10,88,1067
466,3,1,3,1,1,1,2,1,1,1,10,88,1067
467,4,1,2,4,1,1,1,1,1,1,10,88,1067
468,5,1,2,1,2,1,4,1,1,1,10,88,1067
469,1,3,5,1,2,1,3,1,1,1,11,89,3105
470,2,3,4,1,1,1,2,1,1,1,11,89,3105
471,3,2,3,1,2,1,4,1,1,1,11,89,3105
472,4,2,4,1,1,1,6,1,1,1,11,89,3105
473,5,1,3,1,2,1,1,1,1,1,11,89,3105
474,1,4,7,2,2,1,7,1,1,1,11,90,2316
475,2,1,4,1,2,2,1,1,1,1,11,90,2316
476,3,1,1,1,1,2,2,1,1,1,11,90,2316
477,5,3,7,3,1,1,2,1,1,1,11,90,2316
478,1,2,5,2,1,1,4,1,1,1,11,91,3025
479,2,2,4,1,1,1,4,1,1,1,11,91,3025
480,3,2,5,2,1,1,2,1,1,1,11,91,3025
481,4,2,5,2,1,1,3,1,1,1,11,91,3025
482,1,2,3,1,1,1,2,2,1,1,10,92,1777
