"UPM","VIV_SEL","HOGAR","N_REN","EDAD","SEXO","REGION","TLOC","EST_DIS","UPM_DIS","FAC_PER","GRA","NIV","P3_1","P3_12","P3_2","P3_3","P3_5","P4_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_5","P4_7","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_29","P5_3","P5_4","P6_18","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_3","P10_1","P10_13","P10_8","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_2_9","P12_1","P12_2","P12_3","P12_4","P13_1","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_1","P7_1_2","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P8_1","P9_1","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5","P1_1","P1_2"
"900228","1","1","3","41","2","4","1","47","485","6842","3","3","3","1","6","2","1","1","2","1","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","2","1","1","1","3","2","2","2","1","2","2","1","2","1","2","2","2","1","0","0","0","0","2","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","2","2","5","1"
"900228","2","1","1","26","1","4","1","47","485","10605","3","3","1","1","1","3","1","1","1","2","2","2","2","2","2","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","9","9","2","2","2","1","2","2","1","1","9","9","1","1","1","2","2","2","2","1","2","2","5","1"
"900228","4","1","2","62","2","4","1","47","485","7955","5","2","2","2","5","2","5","1","2","2","1","1","2","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","1","2","2","2","2","2","2","2","2","0","0","0","0","1","1","1","3","2","2","1","2","2","2","1","1","9","9","1","1","1","2","2","1","2","2","2","2","2","1"
"900228","5","1","1","42","2","4","1","47","485","6842","3","7","1","1","5","2","1","1","2","1","2","2","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","2","1","2","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","2","2","3","1"
"900297","1","1","4","25","2","4","1","47","486","16362","5","8","3","1","6","0","1","2","2","2","2","1","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","2","2","2","2","2","2","1","1","9","9","1","1","1","2","2","1","1","2","1","2","4","1"
"900297","2","1","1","55","2","4","1","47","486","12886","3","7","1","1","6","2","5","1","2","2","2","1","2","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","1","2","3","1","2","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","2","2","3","1"
"900297","3","1","1","53","1","4","1","47","486","3650","3","7","1","1","2","0","1","1","1","2","2","2","2","2","2","1","2","1","1","2","2","1","2","1","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","1","1","1","1","1","1","2","2","1","1","9","9","1","1","1","2","2","1","2","1","2","2","1","1"
"900297","4","1","3","24","1","4","1","47","486","15949","2","8","3","1","6","0","1","1","2","2","2","1","2","2","2","1","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","1","2","3","2","2","2","2","2","1","1","9","9","9","9","1","2","9","1","2","1","1","9","4","1"
"900297","5","1","1","43","1","4","1","47","486","3715","5","8","1","1","2","2","1","1","2","1","2","1","2","2","2","1","2","1","1","2","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","1","2","2","1","2","9","2","1","1","1","2","1","1","1","1","2","2","1","1"
"900398","1","1","1","59","1","4","1","47","487","2862","5","8","1","2","6","1","1","1","2","2","2","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","1","0","0","0","0","1","9","9","3","1","2","1","2","2","1","1","9","9","1","1","1","1","2","1","1","2","2","2","1","1"
"900398","2","1","6","19","1","4","1","47","487","15632","1","8","3","1","5","0","4","2","2","2","2","1","2","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","3","4","2","2","2","2","1","9","9","9","9","9","1","2","2","1","1","1","2","2","6","1"
"900398","4","1","1","69","1","4","1","47","487","2905","3","3","1","1","6","1","1","2","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","2","2","1","1"
"900471","1","1","3","24","1","4","1","46","488","7915","5","8","3","1","6","0","1","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","1","1","9","9","1","2","2","1","1","2","2","2","3","1"
"900471","2","1","2","44","2","4","1","46","488","5107","3","7","2","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","1","2","3","2","2","2","2","2","1","3","9","9","1","1","1","1","2","1","2","1","1","2","3","1"
"900471","3","1","3","31","2","4","1","46","488","10496","5","8","3","1","3","4","1","2","1","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","1","1","1","1","2","1","1","1","2","2","2","5","1"
"900471","4","1","1","30","1","4","1","46","488","2362","5","8","1","1","6","0","1","2","1","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","2","2","2","1","2","9","9","2","2","1","2","1","2","1","2","2","2","1","1"
"900471","5","1","2","25","2","4","1","46","488","5414","5","8","5","1","6","2","1","1","2","2","2","1","2","2","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","2","1","1","2","1","9","3","1"
"900582","1","1","1","50","1","4","1","46","489","8163","5","8","1","1","2","2","1","2","1","2","2","2","2","2","2","1","2","2","1","2","3","1","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","1","2","2","1","1","9","1","1","1","1","2","1","1","1","1","2","2","4","1"
"900582","2","1","2","57","2","4","1","46","489","9607","3","3","2","1","1","0","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","1","2","5","1"
"900582","3","1","2","58","2","4","1","46","489","6404","6","2","2","1","5","3","5","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","2","2","3","2","1","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","2","3","1"
"900582","4","1","2","31","2","4","1","46","489","5912","3","3","2","1","1","0","5","2","2","2","2","1","2","2","2","2","2","1","1","3","2","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","2","6","1"
"900582","5","1","2","37","2","4","1","46","489","5912","5","8","5","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","2","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2","1","2","1","2","3","1"
"900771","1","1","1","24","1","4","1","48","490","8019","3","6","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","0","1","0","0","1","1","1","3","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1"
"900771","2","1","2","59","2","4","1","48","490","17277","2","9","5","1","2","3","1","2","1","1","2","2","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","9","1","1","2","1","1","1","2","1","2","4","1"
"900771","3","1","1","30","2","4","1","48","490","7975","5","8","1","1","6","2","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","0","0","0","0","1","2","2","2","1","2","2","2","2","1","1","1","9","1","1","1","2","1","2","2","2","2","2","3","1"
"900771","5","1","1","69","1","4","1","48","490","3725","3","6","1","1","4","0","8","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","0","1","0","0","0","9","9","9","9","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2","2","1","2","1","1"
"900831","1","1","6","20","2","4","1","47","491","16277","1","8","4","1","6","0","4","2","2","2","2","1","2","2","2","2","2","1","1","3","2","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","1","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","1","1","1","2","2","2","2","1","2","2","6","1"
"900831","2","1","3","30","2","4","1","47","491","9467","3","6","3","1","1","0","5","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","1","2","5","1"
"900831","3","1","2","66","2","4","1","47","491","10711","1","6","2","1","5","5","5","2","2","2","2","1","2","2","2","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","1","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","3","1","2","1","2","2","2","2","1","1","9","9","1","1","1","2","2","1","2","2","1","2","6","1"
"900831","4","1","2","46","2","4","1","47","491","6142","5","8","3","1","6","2","1","1","2","1","2","2","2","2","2","1","2","1","1","3","2","1","2","2","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","1","2","1","1","1","2","1","0","0","0","0","1","1","3","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","2","1","2","2","2","3","1"
"900831","5","1","2","34","1","4","1","47","491","8523","3","6","5","1","5","3","1","1","1","2","2","2","2","2","2","2","2","1","1","3","1","2","1","2","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","2","2","1","2","2","1","2","2","2","1","1","9","9","1","1","1","2","1","2","2","1","2","2","5","1"
"900835","1","1","1","35","1","4","1","47","492","6079","5","8","1","1","5","3","1","1","2","1","2","2","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","1","2","2","1","2","1","1","1","1","1","0","0","0","0","1","2","2","2","2","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","2","2","4","1"
"900835","2","1","2","38","2","4","1","47","492","10130","3","3","3","2","6","3","1","1","2","2","1","2","2","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","2","1","1","1","2","2","2","1","1","2","2","2","2","1","2","2","2","0","1","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","2","1","1","1","2","5","1"
"900835","3","1","1","63","1","4","1","47","492","9464","3","2","1","1","5","2","1","1","1","2","2","2","2","2","2","1","2","1","2","3","1","1","1","1","2","2","2","2","1","2","1","1","2","3","2","2","2","1","2","2","2","2","2","2","2","2","1","0","0","0","0","9","2","1","2","2","1","1","2","2","1","1","9","1","1","1","1","1","1","1","9","1","2","2","3","1"
"900835","4","1","4","21","2","4","1","47","492","13933","1","8","3","1","6","0","4","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","1","2","2","2","2","1","1","9","9","9","9","1","2","2","2","2","1","2","2","4","1"
"900835","5","1","1","59","1","4","1","47","492","9324","1","6","1","1","5","0","1","1","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","3","3","2","1","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","1","2","4","1"
"901007","1","1","8","57","2","4","1","48","493","6003","4","8","2","1","1","0","5","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","1","1","2","2","2","2","1","2","1","1","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","1","0","0","0","1","3","3","3","2","1","2","2","2","1","2","9","1","1","2","1","2","2","2","2","2","1","2","3","1"
"901007","3","1","1","42","2","4","1","48","493","2696","5","8","1","1","6","0","1","1","1","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","1","0","0","0","1","2","2","3","1","1","1","2","2","1","2","9","2","2","7","1","1","1","2","1","1","2","2","1","1"
"901007","4","1","1","30","1","4","1","48","493","2494","6","2","1","1","6","3","1","2","1","2","2","1","2","2","2","1","2","2","1","2","3","1","9","9","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","1","2","2","2","2","1","0","0","0","0","1","9","9","3","2","2","2","1","2","1","1","1","9","1","1","1","2","9","2","2","1","1","2","1","1"
"901104","2","1","2","20","1","4","1","48","494","8700","1","6","5","1","6","0","4","1","2","2","2","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","1","1","1","2","1","2","2","2","2","2","2","1","1","2","2","2","2","1","0","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","9","9","9","1","2","2","9","9","1","1","9","2","1"
"901104","5","1","2","43","2","4","1","48","494","8420","2","8","2","1","5","0","5","2","1","2","2","1","2","1","2","2","2","2","2","2","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","1","1","0","0","1","2","2","3","2","2","2","2","2","1","9","9","9","9","9","9","1","1","1","1","2","1","2","4","1"
"901142","1","1","1","28","1","4","1","48","495","7492","3","9","1","1","1","0","1","1","1","2","2","1","1","2","2","1","2","1","1","2","1","1","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","2","1","1","2","1","2","2","2","1","1","0","0","0","1","2","2","3","2","1","1","2","2","3","3","4","2","7","7","1","1","1","9","1","1","9","2","2","1"
"901142","3","1","1","62","1","4","1","48","495","6961","6","8","1","2","1","4","1","1","2","1","2","1","2","2","2","2","1","1","1","2","2","1","2","1","2","2","2","2","2","2","1","1","2","3","2","2","2","1","2","2","2","2","2","2","2","2","1","0","0","0","0","1","3","3","3","2","2","2","2","2","1","1","1","1","1","1","1","2","1","9","1","2","2","2","2","1"
"901142","4","1","1","41","2","4","1","48","495","3625","3","9","1","1","3","1","1","1","1","2","2","2","2","2","2","1","2","1","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","1","2","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","2","1"
"901142","5","1","1","37","1","4","1","48","495","6707","3","3","1","1","5","3","1","1","1","2","2","2","2","2","2","1","2","1","1","3","2","1","2","1","2","2","2","2","2","1","1","1","2","3","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","1","1","2","1","1","9","1","1","1","1","2","1","2","1","2","2","2","4","1"
"901369","1","1","1","44","2","4","1","48","496","8542","5","8","1","1","2","3","1","1","2","1","2","1","2","2","2","1","1","1","1","3","2","1","1","1","2","2","1","2","2","2","2","1","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","2","9","9","1","1","1","2","1","9","1","1","2","2","5","1"
"901369","2","1","2","50","2","4","1","48","496","9508","6","2","2","1","5","0","5","1","2","2","2","1","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","1","2","2","2","1","2","9","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","1","9","1","1","1","2","2","9","2","2","1","2","2","1"
"901369","3","1","7","24","2","4","1","48","496","13582","4","8","5","1","6","4","1","1","1","1","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","1","0","0","0","1","2","2","3","2","2","2","2","2","1","2","9","9","1","1","1","2","1","9","1","1","2","2","7","1"
"901369","4","1","3","18","1","4","1","48","496","13239","2","6","3","1","6","4","4","2","2","2","2","1","2","2","2","1","2","1","2","9","9","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","4","2","2","2","2","1","1","9","9","9","9","1","2","2","9","9","1","9","9","4","1"
"901369","5","1","2","57","2","4","1","48","496","23770","4","8","2","1","5","0","5","1","2","2","2","2","1","2","2","1","2","1","1","2","1","1","1","1","2","1","2","2","2","2","2","1","2","3","2","2","2","2","2","2","1","1","2","2","2","2","1","0","0","0","0","1","2","3","3","2","2","2","2","2","1","1","9","9","1","1","1","2","9","2","2","1","2","2","5","1"
"901459","1","1","1","48","1","4","1","46","497","5407","3","7","1","1","5","5","1","2","2","2","2","1","2","2","2","1","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","1","0","1","0","0","1","2","2","3","2","2","2","2","2","1","1","1","9","1","1","1","2","2","1","2","2","2","1","6","1"
"901459","2","1","2","37","2","4","1","46","497","5771","3","3","2","1","5","0","5","2","2","2","2","1","2","2","2","1","2","2","1","3","2","1","1","1","2","2","2","2","2","1","2","1","2","3","2","2","2","1","2","2","1","1","2","2","2","2","0","0","1","0","0","1","1","1","3","2","2","2","2","2","1","1","9","9","1","1","1","2","2","2","2","2","1","2","4","1"
"901459","3","1","1","55","1","4","1","46","497","5312","3","3","1","1","5","1","1","2","1","2","2","1","2","2","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","1","1","9","1","1","1","1","1","1","2","2","2","2","1","2","1"
"901459","4","1","2","45","2","4","1","46","497","5616","4","8","2","1","5","0","1","1","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","1","0","0","0","1","2","2","3","2","2","2","2","2","1","3","9","9","1","1","1","2","1","2","1","2","1","2","2","1"
"901459","5","1","1","45","1","4","1","46","497","5407","3","6","1","1","5","2","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","1","1","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","1","2","9","1","1","1","1","1","1","1","1","2","2","2","3","1"
"901601","1","1","2","62","2","4","1","48","498","9039","3","4","2","1","5","1","1","1","2","1","2","1","2","1","2","2","1","1","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","1","1","1","1","2","2","2","1","1","0","0","0","1","2","2","3","1","1","2","2","2","2","2","9","2","2","2","1","2","2","2","1","2","1","2","2","1"
"901601","2","1","1","55","1","4","1","48","498","11031","4","8","1","1","5","3","1","1","1","2","2","2","1","2","2","1","1","1","1","3","1","1","1","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","1","0","0","0","1","2","2","3","2","1","1","2","2","1","2","9","1","2","7","1","1","1","9","1","2","2","2","4","1"
"901601","3","1","1","44","1","4","1","48","498","7485","5","8","1","1","6","0","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","1","1","9","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","1","0","0","0","1","2","2","3","1","1","1","2","2","1","1","9","1","1","3","1","1","1","1","1","1","2","2","2","1"
"901601","4","1","1","34","1","4","1","48","498","3596","2","9","1","1","6","0","1","1","2","2","1","1","2","2","2","1","2","2","1","2","1","1","2","1","2","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","1","2","2","1","2","9","4","1","1","6","1","2","2","2","1","1","2","1","1"
"901601","5","1","1","58","1","4","1","48","498","3677","3","6","1","1","5","0","6","1","2","2","2","1","2","2","2","1","2","3","1","2","1","2","2","1","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","1","2","1","2","2","2","1","1","0","0","0","1","1","1","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","1","2","2","2","1","1"
"901714","1","1","1","46","1","4","1","47","499","5221","3","7","1","1","5","3","1","2","1","2","2","1","2","2","2","1","2","2","1","3","3","1","1","1","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","9","1","1","1","2","1","1","1","2","2","2","4","1"
"901714","2","1","1","67","2","4","1","47","499","6304","4","2","1","1","4","0","8","1","1","2","2","2","2","2","2","1","2","1","1","3","3","1","1","1","2","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","0","0","1","0","0","1","2","2","3","1","1","2","2","2","1","1","9","9","1","1","1","2","2","1","2","1","2","2","4","1"
